disease,postLink
Headache,https://patient.info/forums/discuss/annie-bad-headaches-795537
Headache,https://patient.info/forums/discuss/constant-head-pressure-in-the-temples-and-eyes-504392
Headache,https://patient.info/forums/discuss/stress-related-headache-795020
Headache,https://patient.info/forums/discuss/head-pressure-inability-to-focus-794992
Headache,https://patient.info/forums/discuss/ive-been-feeling-very-weird-and-out-of-focus-for-the-past-2-weeks--794443
Pulmonary Fibrosis,https://patient.info/forums/discuss/ipf--792075
Pulmonary Fibrosis,https://patient.info/forums/discuss/wheelchairs-supplies-florida-777894
Pulmonary Fibrosis,https://patient.info/forums/discuss/pf-help-please-762392
Pulmonary Fibrosis,https://patient.info/forums/discuss/breathing-difficulties-754539
Pulmonary Fibrosis,https://patient.info/forums/discuss/air-hunger-for-months-dizzy-only-when-walking-is-this-early-fibrosis-from-reflux--750619
Pulmonary Fibrosis,https://patient.info/forums/discuss/ppfe-558239
Pulmonary Fibrosis,https://patient.info/forums/discuss/stopped-progression-of-chp-without-steroids--740324
Pulmonary Fibrosis,https://patient.info/forums/discuss/conipf-744315
Pulmonary Fibrosis,https://patient.info/forums/discuss/i-am-searching-for-pulmonologist-in-delhi-ncr--723265
Pulmonary Fibrosis,https://patient.info/forums/discuss/is-chocking-on-food-part-of-opf--717055
Pulmonary Fibrosis,https://patient.info/forums/discuss/ipf-ppfe-708326
Pulmonary Fibrosis,https://patient.info/forums/discuss/ppfe-diagnosis-691894
Pulmonary Fibrosis,https://patient.info/forums/discuss/ppfe-revisited-706314
Pulmonary Fibrosis,https://patient.info/forums/discuss/my-pefr-report-says-i-have-severe-restriction-704034
Pulmonary Fibrosis,https://patient.info/forums/discuss/ipf-and-dlco-701173
Pulmonary Fibrosis,https://patient.info/forums/discuss/esbriet-655018
Pulmonary Fibrosis,https://patient.info/forums/discuss/flu-pneumonia-jabs-anyone--696446
Pulmonary Fibrosis,https://patient.info/forums/discuss/hi-i-had-pulmonary-embolism-in-august-2016-i-was-feeling-much-better-but-this-last-few-weeks-i-ha-696354
Pulmonary Fibrosis,https://patient.info/forums/discuss/interstitial-lung-disease-pulmonary-fibrosis-new-diagnosis-advice-needed-695563
Pulmonary Fibrosis,https://patient.info/forums/discuss/have-a-question-about-fibrosis-in-the-lung--640053
Pulmonary Fibrosis,https://patient.info/forums/discuss/ppfe-660050
Pulmonary Fibrosis,https://patient.info/forums/discuss/not-sure-whether-to-start-pirfenidone-nextweek-674423
Pulmonary Fibrosis,https://patient.info/forums/discuss/my-father-was-diagnosed-but-meds-haven-t-help-at-all--670645
Pulmonary Fibrosis,https://patient.info/forums/discuss/diagnosed-2-days-ago-669008
Pulmonary Fibrosis,https://patient.info/forums/discuss/is-it-mandatory-for-me-mohave-a-lung-biopsy-for-my-pulmonologist-to-determine-how-to-treat-me--667750
Pulmonary Fibrosis,https://patient.info/forums/discuss/ild-interstitial-lung-disease--670036
Pulmonary Fibrosis,https://patient.info/forums/discuss/open-lung-biopsy-667849
Pulmonary Fibrosis,https://patient.info/forums/discuss/new-diagnosis-610659
Pulmonary Fibrosis,https://patient.info/forums/discuss/cellcept-667666
Pulmonary Fibrosis,https://patient.info/forums/discuss/uh-oh-i-googled-607635
Pulmonary Fibrosis,https://patient.info/forums/discuss/lung-expension-613155
Pulmonary Fibrosis,https://patient.info/forums/discuss/pulumonary-fibrosis-depression-brought-on-by-this-612752
Pulmonary Fibrosis,https://patient.info/forums/discuss/ipf-are-there-any-inhalers-that-help--549357
Pulmonary Fibrosis,https://patient.info/forums/discuss/pulmonary-fibrosis-597161
Pulmonary Fibrosis,https://patient.info/forums/discuss/here-s-my-experience-since-feb-of-2011-606487
Scoliosis and Kyphosis,https://patient.info/forums/discuss/seeking-research-participants-with-scoliosis-and-kyphosis-803742
Scoliosis and Kyphosis,https://patient.info/forums/discuss/uneven-shoulders-neck-collarbone-and-ribs-scoliosis--775006
Scoliosis and Kyphosis,https://patient.info/forums/discuss/scoliosis-773098
Scoliosis and Kyphosis,https://patient.info/forums/discuss/chiropractor-769842
Scoliosis and Kyphosis,https://patient.info/forums/discuss/post-scoliosis-operation-chiropractor-766589
Scoliosis and Kyphosis,https://patient.info/forums/discuss/stretches-and-exercises-for-dealing-with-stiff-thoracic-spine-766070
Scoliosis and Kyphosis,https://patient.info/forums/discuss/adult-scoliosis-surgery-497992
Scoliosis and Kyphosis,https://patient.info/forums/discuss/spine-brace-recommendation-750033
Scoliosis and Kyphosis,https://patient.info/forums/discuss/scheuremann-s-disease-chiropractor-good-spine--748612
Scoliosis and Kyphosis,https://patient.info/forums/discuss/my-back-problem--747264
Scoliosis and Kyphosis,https://patient.info/forums/discuss/what-to-do-about-my-scoliosis--745566
Scoliosis and Kyphosis,https://patient.info/forums/discuss/scoliosis-degree-745268
Scoliosis and Kyphosis,https://patient.info/forums/discuss/my-5-year-old-daughter-idiopathic-scoliosis-advice--489408
Scoliosis and Kyphosis,https://patient.info/forums/discuss/duloxetine-741347
Scoliosis and Kyphosis,https://patient.info/forums/discuss/scoliosis-getting-worse-with-age-739830
Scoliosis and Kyphosis,https://patient.info/forums/discuss/rib-pain-706951
Scoliosis and Kyphosis,https://patient.info/forums/discuss/kyphosis-thoracic-outlet-syndrome-related-sudden-onset-pulsatile-tinnitus-716307
Scoliosis and Kyphosis,https://patient.info/forums/discuss/new-pains-could-this-be-my-scoliosis--720148
Scoliosis and Kyphosis,https://patient.info/forums/discuss/scoliosis-sos-clinic-300982
Scoliosis and Kyphosis,https://patient.info/forums/discuss/has-anyone-know-about-this-scolicare-clinics-which-located-in-the-kogarah-how-is-their-treatment--716703
Scoliosis and Kyphosis,https://patient.info/forums/discuss/cannabis-oil-679332
Scoliosis and Kyphosis,https://patient.info/forums/discuss/hi-i-have-post-traumatic-kyphosis-from-fractured-t12-i-am-having-surgery-in-four-months-time-714681
Scoliosis and Kyphosis,https://patient.info/forums/discuss/mri-results-710348
Scoliosis and Kyphosis,https://patient.info/forums/discuss/how-was-your-spinal-orthosis-appointment--707228
Scoliosis and Kyphosis,https://patient.info/forums/discuss/did-i-worsen-or-cause-my-scoliosis--698786
Scoliosis and Kyphosis,https://patient.info/forums/discuss/constant-back-pain-tips-and-thoughts-please--696266
Scoliosis and Kyphosis,https://patient.info/forums/discuss/does-this-look-like-it-could-be-kyphosis--697801
Scoliosis and Kyphosis,https://patient.info/forums/discuss/help-with-mri-resukts-684569
Scoliosis and Kyphosis,https://patient.info/forums/discuss/15-year-old-s-x-ray-scan-is-this-mild-or-moderate-scoliosis--697023
Scoliosis and Kyphosis,https://patient.info/forums/discuss/scoliosis-pain-695272
Scoliosis and Kyphosis,https://patient.info/forums/discuss/bladder-issues-689837
Scoliosis and Kyphosis,https://patient.info/forums/discuss/is-scoliosis-my-fault-did-i-worsen-or-cause-it--686051
Scoliosis and Kyphosis,https://patient.info/forums/discuss/newly-diagnosed-with-severe-scoliosis-683340
Scoliosis and Kyphosis,https://patient.info/forums/discuss/major-pain-and-swelling-680762
Scoliosis and Kyphosis,https://patient.info/forums/discuss/do-diet-underweight-and-posture-have-an-effect-on-scoliosis--680203
Sore Throat,https://patient.info/forums/discuss/painful-tonsils-and-frequent-urination-relation--804993
Sore Throat,https://patient.info/forums/discuss/undiagnosed-constant-cronic-neck-pain-near-my-lymph-glands-under-my-throat-radiating-throughout-804816
Sore Throat,https://patient.info/forums/discuss/pain-in-the-left-side-of-throat-near-adam-s-apple-482033
Sore Throat,https://patient.info/forums/discuss/sore-throat-and-fever-help--804545
Sore Throat,https://patient.info/forums/discuss/sore-on-left-side-of-mouth-causing-sore-throat-6-months--804371
Sore Throat,https://patient.info/forums/discuss/sore-throat-for-4-months-pharyngitis--804066
Sore Throat,https://patient.info/forums/discuss/sore-throat-3-weeks-body-aches-756702
Sore Throat,https://patient.info/forums/discuss/help-sore-throat-and-inflamed-tonsils-for-the-past-two-months-803169
Sore Throat,https://patient.info/forums/discuss/lumps-in-my-mouth-that-continue-to-spread-802573
Sore Throat,https://patient.info/forums/discuss/i-ve-had-this-patch-in-my-throat-for-nearly-2-weeks-802511
Sore Throat,https://patient.info/forums/discuss/i-can-t-swallow-please-help-802334
Sore Throat,https://patient.info/forums/discuss/throat-801673
Sore Throat,https://patient.info/forums/discuss/lump-of-skin-hanging-off-tonsil--385886
Sore Throat,https://patient.info/forums/discuss/help-please-801369
Sore Throat,https://patient.info/forums/discuss/tonsil-stones-or-something-else-can-anyone-relate--801290
Sore Throat,https://patient.info/forums/discuss/what-is-this--693918
Sore Throat,https://patient.info/forums/discuss/please-help-what-is-this-in-my-throat--799789
Sore Throat,https://patient.info/forums/discuss/sore-throat-right-side-and-enlarged-right-lingual-tonsil-for-a-year-539047
Sore Throat,https://patient.info/forums/discuss/scratches-itchiness-sensation-on-left-side-of-throat--798151
Sore Throat,https://patient.info/forums/discuss/had-bad-throat-for-several-weeks-not-overly-sore-but-doesnt-feel-right--797737
Sore Throat,https://patient.info/forums/discuss/does-this-look-like-strep-throat-or-something-more-serious-797317
Sore Throat,https://patient.info/forums/discuss/had-this-for-4-weeks-what-is-it--797150
Sore Throat,https://patient.info/forums/discuss/i-ve-had-a-sore-throat-for-around-2-months-797022
Sore Throat,https://patient.info/forums/discuss/what-can-this-be-photo-hurts-when-i-swallow-796826
Sore Throat,https://patient.info/forums/discuss/lump-on-side-of-throat-795852
Sore Throat,https://patient.info/forums/discuss/sore-throat-for-a-month-after-covid-795819
Sore Throat,https://patient.info/forums/discuss/sore-throat-with-dysphagia-for-3-months-784443
Sore Throat,https://patient.info/forums/discuss/lumps-on-back-of-throat-794976
Sore Throat,https://patient.info/forums/discuss/white-patches-on-posterior-wall-of-pharynx-photo--794713
Sore Throat,https://patient.info/forums/discuss/slightly-inflamed-tonsils-and-bumps-on-the-back-of-throat-lasting-about-7-weeks-775219
Sore Throat,https://patient.info/forums/discuss/i-noticed-bump-in-my-back-throat-794215
Sore Throat,https://patient.info/forums/discuss/bump-in-the-back-of-throat-is-this-normal--612552
Sore Throat,https://patient.info/forums/discuss/pain-in-right-side-of-throat-near-my-adam-s-apple-735380
Sore Throat,https://patient.info/forums/discuss/red-patches-in-mouth-need-help-opinion--760408
Sore Throat,https://patient.info/forums/discuss/uncomfortable-red-patch-at-back-of-throat-792353
Pulmonary Embolism,https://patient.info/forums/discuss/i-had-a-pulmonery-embolism-3-weeks-ago-clots-in-both-lungs-and-a-infraction-805115
Pulmonary Embolism,https://patient.info/forums/discuss/pe-and-scared-to-death-804448
Pulmonary Embolism,https://patient.info/forums/discuss/chronic-fatigue-515053
Pulmonary Embolism,https://patient.info/forums/discuss/exercise-after-pulmonary-embolism-804265
Pulmonary Embolism,https://patient.info/forums/discuss/pulmonary-embolism-and-lung-damage-798270
Pulmonary Embolism,https://patient.info/forums/discuss/blood-thinners-and-hairloss--685673
Pulmonary Embolism,https://patient.info/forums/discuss/blood-clot-or-anxiety--795226
Pulmonary Embolism,https://patient.info/forums/discuss/trace-bilateral-lower-lobe-subsegmental-pulmonary-emboli-794978
Pulmonary Embolism,https://patient.info/forums/discuss/unprovoked-bilateral-pulmonary-embolism-793180
Pulmonary Embolism,https://patient.info/forums/discuss/should-i-be-concerned--791940
Pulmonary Embolism,https://patient.info/forums/discuss/recently-diagnosed-strange-symptoms-785970
Pulmonary Embolism,https://patient.info/forums/discuss/pulmonary-embolism-786905
Pulmonary Embolism,https://patient.info/forums/discuss/eliquis-new-side-effect-thread-766568
Pulmonary Embolism,https://patient.info/forums/discuss/has-anybody-got-a-pulmonary-embolism-and-also-been-told-they-think-you-have-a-mitral-valve-regurgita-785762
Pulmonary Embolism,https://patient.info/forums/discuss/pain-in-between-shoulder-blades-680424
Pulmonary Embolism,https://patient.info/forums/discuss/25lyear-old-male-dvt-and-now-bi-lateral-p-e-please-help--783126
Pulmonary Embolism,https://patient.info/forums/discuss/information-needed-on-pe-recovery-time--744306
Pulmonary Embolism,https://patient.info/forums/discuss/high-d-dimer-level-negative-ct-774775
Pulmonary Embolism,https://patient.info/forums/discuss/return-to-work-after-pe-and-pneumonia-723795
Pulmonary Embolism,https://patient.info/forums/discuss/blood-thinners-xarelto-side-effects--722820
Pulmonary Embolism,https://patient.info/forums/discuss/i-previously-suffered-a-pulmonary-embolism-and-now-i-am-afraid-to-have-my-wisdom-tooth-extracted--760611
Pulmonary Embolism,https://patient.info/forums/discuss/my-dad-has-pulmonary-embolism-please-help-761448
Pulmonary Embolism,https://patient.info/forums/discuss/think-i-might-have-passed-a-pulmonary-embolism-3-years-that-went-untreated--760472
Pulmonary Embolism,https://patient.info/forums/discuss/mpe-in-2019-but-still-feel-pain-shortness-of-breath-is-this-normal--757509
Pulmonary Embolism,https://patient.info/forums/discuss/have-2-huge-pe-after-jaw-reconstructive-surgery-755453
Pulmonary Embolism,https://patient.info/forums/discuss/tiredness-after-bilateral-pe-753234
Pulmonary Embolism,https://patient.info/forums/discuss/is-it-normal-to-have-pain-5-months-after-pulmanory-embolisms--732807
Pulmonary Embolism,https://patient.info/forums/discuss/is-this-normal-after-having-a-pe--705308
Pulmonary Embolism,https://patient.info/forums/discuss/elevated-factor-viii-pulmonary-embolism-and-dvt-747164
Pulmonary Embolism,https://patient.info/forums/discuss/pulmonary-embolism-748501
Pulmonary Embolism,https://patient.info/forums/discuss/any-suggestions-for-relieving-pain-from-a-pe--742913
Pulmonary Embolism,https://patient.info/forums/discuss/pulmonary-embolism-covid-should-my-home-help-be-wearing-ppe--744673
Pulmonary Embolism,https://patient.info/forums/discuss/returning-to-work-362309
Pulmonary Embolism,https://patient.info/forums/discuss/should-i-retire-on-medical-grounds--742065
Pulmonary Embolism,https://patient.info/forums/discuss/dont-know-what-happened-yesterday-need-input--739929
Sleep Problems,https://patient.info/forums/discuss/i-feel-like-i-am-dying-to-not-known-ilness-i-lost-all-of-my-life-quality-due-to-sleep-can-you-help-805162
Sleep Problems,https://patient.info/forums/discuss/i-need-urgent-help-awake-for-almost-7-days-160-hours-and-counting-622207
Sleep Problems,https://patient.info/forums/discuss/the-past-5-nights-i-ve-had-completely-sleepless-nights-for-3-of-them-805098
Sleep Problems,https://patient.info/forums/discuss/threatening-talk-during-sleep-805018
Sleep Problems,https://patient.info/forums/discuss/loud-nose-breathing-when-sleeping-804954
Sleep Problems,https://patient.info/forums/discuss/having-sleep-problems-for-over-2-weeks-anyone-else-out-there-like-me-like-to-connect-with-you-798027
Sleep Problems,https://patient.info/forums/discuss/radio-static-plays-loudly-in-my-ears-when-going-to-sleep--804761
Sleep Problems,https://patient.info/forums/discuss/electric-energy-surge-to-brain-when-trying-to-fall-asleep--62180
Sleep Problems,https://patient.info/forums/discuss/can-t-sleep-804489
Sleep Problems,https://patient.info/forums/discuss/unusual-exercise-induced-insomnia-622168
Sleep Problems,https://patient.info/forums/discuss/what-questions-do-people-have-about-sleep--804315
Sleep Problems,https://patient.info/forums/discuss/rem-disorder-night-terrors-803841
Sleep Problems,https://patient.info/forums/discuss/i-sleep-everytime-803304
Sleep Problems,https://patient.info/forums/discuss/awake-3-nights-802959
Sleep Problems,https://patient.info/forums/discuss/seeing-people-at-night-614707
Sleep Problems,https://patient.info/forums/discuss/hypnagogic-hallucinations-questions-experience-802438
Sleep Problems,https://patient.info/forums/discuss/involuntary-foot-jerking-and-insomnia-802433
Sleep Problems,https://patient.info/forums/discuss/ear-plugs-802360
Sleep Problems,https://patient.info/forums/discuss/rem-disturbances-rapid-heart-rate-662867
Sleep Problems,https://patient.info/forums/discuss/i-sleep-all-night-in-rem-583642
Sleep Problems,https://patient.info/forums/discuss/feeling-low-is-this-insomnia-or-something-else-extremely-light-sleep-and-dreams--557894
Sleep Problems,https://patient.info/forums/discuss/weird-internal-buzzing-fizzing-vibrating-feeling-and-momentary-pause-770269
Sleep Problems,https://patient.info/forums/discuss/excessive-dreaming-787471
Sleep Problems,https://patient.info/forums/discuss/zopiclone-been-on-for-4-weeks-what-should-i-do-801086
Sleep Problems,https://patient.info/forums/discuss/i-m-having-major-issues-sleeping-801560
Sleep Problems,https://patient.info/forums/discuss/out-off-body-experience-when-i-m-trying-to-sleep--800095
Sleep Problems,https://patient.info/forums/discuss/pain-induced-insomnia-800514
Sleep Problems,https://patient.info/forums/discuss/weird-head-sensations-jolt-me-awake-800504
Sleep Problems,https://patient.info/forums/discuss/extreme-insomnia-following-surgery-my-brain-will-not-turn-off-anymore-please-help-796045
Sleep Problems,https://patient.info/forums/discuss/high-rem-sleep-800092
Sleep Problems,https://patient.info/forums/discuss/sleeping-and-vivid-dreams-799552
Sleep Problems,https://patient.info/forums/discuss/adrenaline-rush-as-i-fall-asleep-been-happening-for-8-years-now-what-is-this--615501
Sleep Problems,https://patient.info/forums/discuss/extreme-insomnia-for-5-months-brain-forgot-how-to-sleep-only-light-sleep-in-1hr-blocks-help--710008
Sleep Problems,https://patient.info/forums/discuss/keep-getting-hyping-jerks-all-through-the-night-and-also-in-the-day-i-don-t-know-if-this-is-anxiety-798843
Shoulder Problems,https://patient.info/forums/discuss/sharp-pain-in-left-shoulder-blade-for-over-a-year-805109
Shoulder Problems,https://patient.info/forums/discuss/after-rotator-cuff-surgery-when-will-the-pain-end--557085
Shoulder Problems,https://patient.info/forums/discuss/partial-tear-of-supra-spinatus-802764
Shoulder Problems,https://patient.info/forums/discuss/supraspinatus-tendon-tear-802381
Shoulder Problems,https://patient.info/forums/discuss/think-very-hard-about-surgery-to-your-shoulder-799375
Shoulder Problems,https://patient.info/forums/discuss/does-this-sound-like-frozen-shoulder--798404
Shoulder Problems,https://patient.info/forums/discuss/shoulder-reconstruction-798269
Shoulder Problems,https://patient.info/forums/discuss/dizziness-and-muzzy-head-following-cortisone-injection-708302
Shoulder Problems,https://patient.info/forums/discuss/shoulder-brace-to-fix-posture-what-have-people-s-experiences-been-like--797954
Shoulder Problems,https://patient.info/forums/discuss/dislocated-shoulder-3-weeks-ago-weird-sensation-while-running--797886
Shoulder Problems,https://patient.info/forums/discuss/three-part-proximal-fracture-of-left-humerus-still-stiff-and-aching-after-14-weeks--797765
Shoulder Problems,https://patient.info/forums/discuss/rotator-cuff-pain-4-months-out-from-rc-repair--797736
Shoulder Problems,https://patient.info/forums/discuss/calcific-tendonitis-shoulder-pain-797482
Shoulder Problems,https://patient.info/forums/discuss/severe-pain-in-shoulder-blade-796889
Shoulder Problems,https://patient.info/forums/discuss/shoulder-replacement-790534
Shoulder Problems,https://patient.info/forums/discuss/possible-retear-of-labrum-after-surgery-going-crazy--794757
Shoulder Problems,https://patient.info/forums/discuss/shoulder-subacromial-decompression-pain-post-surgery-793848
Shoulder Problems,https://patient.info/forums/discuss/anyone-that-had-shoulder-decompression-surgery-752756
Shoulder Problems,https://patient.info/forums/discuss/3-months-post-shoulder-surgery-697712
Shoulder Problems,https://patient.info/forums/discuss/sudden-bicep-pain-after-rotator-cuff-and-bicep-repair-571291
Shoulder Problems,https://patient.info/forums/discuss/shoulder-surgery-vs-physical-therapy-790200
Shoulder Problems,https://patient.info/forums/discuss/shoulder-blade-pain-790188
Shoulder Problems,https://patient.info/forums/discuss/slap-tear-impingement-and-physical-therapy-788446
Shoulder Problems,https://patient.info/forums/discuss/ac-joint-injury-waking-up-middle-of-the-night-with-pain-788288
Shoulder Problems,https://patient.info/forums/discuss/rotator-cuff-tendon-repair-operation-788129
Shoulder Problems,https://patient.info/forums/discuss/5-weeks-post-shoulder-decompression-787007
Shoulder Problems,https://patient.info/forums/discuss/rotator-cuff-repair-784798
Shoulder Problems,https://patient.info/forums/discuss/frozen-shoulder-symptoms-after-lesion-removal--784949
Shoulder Problems,https://patient.info/forums/discuss/shoulder-injury--784390
