disease,postLink,postHeading,postContent
Sore Throat,https://patient.info/forums/discuss/uncomfortable-red-patch-at-back-of-throat-792353,uncomfortable red patch at back of throat ,"hi, i am 18 years old and a  couple days ago i came down with a nasty flu or something, caught from my mum. i havent really had any issue with a runny nose or anything but ive had a sore throat and nasty dry cough and feverish.  ive definitely improved but just last night i got this uncomfortable feeling of having something stuck in the back of my throat. often when i swallow theres this weird sensation and it feels really strange and uncomfortable and i can constantly feel something at the back of my throat. at first i thought my uvula was inflamed (it does seem to be a little red and has some red spots on it) but when i looked just now i saw this red raised patch at the very back of my throat. i have looked and cant seem to find anything like it!! i dont rlly know how i feel about uploading an image but i will describe as best i can. i have seen cobblestone throat and that seems to be the closest possible thing so far but instead of several raised bumps it seems to be  just one  largeish raised red/pinkish patch. i havent been able to sleep properly (currently 6:27am and i woke at 3:30) because it feels so uncomfortable, especially when im laying down. idk if its irritated because of the coughing since i havent actually caught flu/a cold/covid in about 4 or 5 years (i do not know how considering the rest of my family gets sick like 3 times a year lmao). water helps to soothe it but at this point im getting concerned ive consumed more than the healthy daily amount of water. it does seem to feel a bit  better now than it did at least or maybe ive just gotten used to the sensation....i am going to try taking some lozenges throughout the day and having some hot chocolate and soup and maybe sucking on some ice. but does anyone know exactly what this is because otherwise my health anxiety is going to spiral and start convincing me i have cancer and am going to die 😄 0 likes, 1 reply "
Pulmonary Fibrosis,https://patient.info/forums/discuss/diagnosed-2-days-ago-669008,Diagnosed 2 days ago,"I am living abroad and have been diagnosed with emphysema and pulmonary fibrosis, on Prednisolone but at the end of August I will be put on a treatment where I cannot go out in the sun, any one else on this, I don't yet know the name of the treatment   0 likes, 12 replies "
Sore Throat,https://patient.info/forums/discuss/red-patches-in-mouth-need-help-opinion--760408,Red patches in mouth (need help/opinion),"Hi, From few months I have these red patches in the back of my mouth and my throat is also irritated. The throat feels sore and the red patches hurt from time to time. STD tests negative both times. My swab test also didn't show anything. Overall blood work is looking very good and my urine test is also fine. I'm worried and kinda of depressed because it has been 5 months and my doctors don't know what it is. Please help me. What should I do. They honestly come and go. Sometimes they stay longer like now. 0 likes, 3 replies "
Headache,https://patient.info/forums/discuss/constant-head-pressure-in-the-temples-and-eyes-504392,Constant head pressure in the temples and eyes,"I have had pain and pressure in my eyes and temples for almost a year now. My face feels fuzzy and tingly and I feel woozy a lot of the time. Nothing takes the pain away when it is really bad. Tried Tylenol 3's and oxycocet with no relief. The only thing that helped with the intensity of the pain was Inderal (Proponolol) which is a   prophylactic or a high blood pressure medication. It relaxes the blood vessels. Even on the medication I had times when I still felt woozy and my face felt fuzzy and tingly. I went off the Inderal for a while as it also impacted my   and I am trying Flunarizine another migraine medication but not having much luck. I still have the constant pain and pressure in my temples and eyes on both sides. MRI on the neck and head were both normal. Really frustrated as I feel awful pretty much every day. Any suggestions would be greatly appreciated.  Thanks, 6 likes, 144 replies "
Sore Throat,https://patient.info/forums/discuss/pain-in-right-side-of-throat-near-my-adam-s-apple-735380,Pain in right side of throat near my Adam's apple,"Hi there, once again, something strange with me... My throat has been hurting for a few weeks.  It started after a flu. I used to blew my nose a lot and then, the pain started. It's not your typical  , it's like a pain on the bottom right of the throat near of Adam's apple. It doesn't hurt when I swallow. It's only (sometimes) when i start speaking and when i yawn. Comes on and off, frequently everyday.  The pain is like a little pinch and It's tolerable. There's no swollen lymph node and i had recently a GERD (i'm still on Omeprazol) I don't have any trouble when i weat or drink. Am i the only one having those strange symptoms? Thanks guys! 0 likes, 16 replies "
Scoliosis and Kyphosis,https://patient.info/forums/discuss/do-diet-underweight-and-posture-have-an-effect-on-scoliosis--680203,Do diet (underweight) and posture have an effect on scoliosis?,"Hello, I've had underweight of 55 kg at 19 years for one year and late at 19 years they found a 20  S curve scoliosis. Also remember sitting wrong in front of the pc for hours. Did this cause and worsen my scoliosis? Could it have been prevented? Do underweight and posture have an effect on scoliosis? 0 likes, 0 replies "
Pulmonary Embolism,https://patient.info/forums/discuss/should-i-retire-on-medical-grounds--742065,Should I retire on medical grounds? ,"Hi Guys, I am still recovering from two large emboli, a bilateral PE. I have been in and out of hospital 4 times since my diagnosis. The latest admission being a week ago, where I collapsed in the doctors and a defibulater was attached to my body, even the air ambulance attended. It turned out I have a chest infection as a result of the Pulmonary emboli. I still have shortness of breath and discomfort in my lungs when I breathe in, but also on doing household chores. I work as a healthcare assistant., so the work is very physical. Giving the information and how I am feeling right now. I'm wondering whether to retire on health grounds, I'm fifty-one years old. 0 likes, 0 replies "
Scoliosis and Kyphosis,https://patient.info/forums/discuss/major-pain-and-swelling-680762,major Pain and swelling,"So let me first note that I've been managing this problem by smoking sativa to treat my pain and the thc helps with swelling. Now, my issue is I have to be high or at least partially under the influence at every waking moment or I am in pain. And it gets worse the longer I don't smoke. I tried a tolerance break and I lasted a week before I had to cave because I couldn't even get out of my bed or adjust my position without sobbing in pain. So as for he facts of my surgery, it happened in either 2012 or 13, don't remember anymore. I have 30+ screws and two metal rods as well as five spinal fusionss keeping me held in place. It was an 80degree S-curve before surgery and ended 13 degrees after all was said and done. Th pain has gotten worse over the years and I'm wondering if maybe my hardware could be broken somewhere or what's going on. The pain typically comes from a specific area, near my lower spine on the left side, where I have a large bone mass grown around a screw. What should I do? I don't like having to rely on ANY substance to live my life or rule over me and my pain. 0 likes, 4 replies "
Shoulder Problems,https://patient.info/forums/discuss/shoulder-blade-grinding-shoulder-pinching-no-pain--778033,"Shoulder blade grinding, shoulder pinching no pain. ","Shoulder blade grinding when pulling back, my shoulder pinches when lifting to the side.  I don't feel pain at all maybe slight tenderness. Range of motion seems fine.  Also strength doesn't seem affected.  The affected shoulder seems higher than the other and the top bone seems It's protruding a bit more than the other. It's more of an annoyance than anything. I've resisted weight lifting for awhile now because i don't want to make it worse whatever it is. been to two different doctors and they didn't do much. My insurance is pretty bad and i don't have enough money to keep going to doctors that aren't helping. I've been trying to work on shoulder strengthening exercises I've seen on YouTube. Just seeing if i could get some opinions on here. Thank you. 0 likes, 2 replies "
Shoulder Problems,https://patient.info/forums/discuss/rotator-cuff-surgery-4-weeks-post-op-481437,Rotator Cuff Surgery-4 weeks post-op,"First two weeks after surgery the pain was intense and I could not sleep unless I was in a recliner. Have been wearing the immobilized  but have a tendency to remove it when I know that there is no risk of injury. I do wear it at night but find I can't sleep good because I am not a back sleeper. If I try sleeping on my side with a pillow under my arm my shoulder hurts more. My other problem is that I am 4 weeks post-op and I can only do 2/3 passive exercises. The one where you hold the wrist of your bad arm and raise it above your head is impossible! I can only raise it to my waist because of the pain. My surgeon told me I have to do it! Easy for him to say! Any advice would be helpful. By the way, at this point my pain is manageable with extra strength Tylenol and Tylenol PM's at night. It sounds as if that will all change when I start P.T. ! 5 likes, 315 replies "
Sore Throat,https://patient.info/forums/discuss/bump-in-the-back-of-throat-is-this-normal--612552,"Bump in the back of throat, is this normal?","I noticed this bump for over 5 months, it keeps the same size. I went to my GP and he said it was an allergic reaction, and the drugs he prescribed did nothing. I'm afraid it could be a tumor   0 likes, 31 replies "
Pulmonary Embolism,https://patient.info/forums/discuss/dont-know-what-happened-yesterday-need-input--739929,"Dont know what happened yesterday, need input.","had a scare yesterday and need to see if anyone has experienced something similar. I was in the middle of a bike ride yesterday when my heart fluttered and started beating rapidly.  I had no shortness of breath during all this but i felt weak and anxious, and something akin to a swelling sensation under my right rib.  after I was picked up by one of my parents, the rapid heart rate was still there but not as rapid, and fast forward to today, my heart rate is back to normal, but the anxiety is still there. the parent that picked me up thinks it was a sudden blood sugar drop since I drank a lot of soda the day previously, then had pizza for lunch before I went riding. I suspect the high sodium in the pizza had something to do with it but, is it possible for a clot to get stuck in your lungs then dislodge again? I'm on Eliquis, have been for a couple years now. 0 likes, 13 replies "
Urinary Tract Infection,https://patient.info/forums/discuss/urine-problems-after-masturbation-760714,Urine problems after Masturbation,"Every time I masturbate I get a pain in my penis like its squeezing it out. So I was wondering if maybe it could be a stricture. Also after I masturbate and pee a few hours later it burns for a few hours. My urine is also sticky after I masturbate and was wondering if this is normal. thanks 0 likes, 3 replies "
Shoulder Problems,https://patient.info/forums/discuss/aching-arm-after-shoulder-surgery-4-months-on-603659,Aching arm after shoulder surgery 4 months on,"I had rotator cuff and torn tendon repair 4 months ago. I still get an aching arm most days and have become very clicky, more so than before the opp.  I appreciate there is pain for many months after this operation, but I don't see any sign of easing, if anything, some days are getting worse. Obviously, there would be pain if something has gone wrong, so how am I supposed be be sure it is all fine? Has anyone else had these sort of experiences at this stage? 3 likes, 129 replies "
Sexual Health,https://patient.info/forums/discuss/bumps-outside-vaginal-opening-802287,Bumps outside vaginal opening,"I am so embarrassed and worried. Can anyone help me please? I have bumps outside the opening of my vagina, no other symptoms. I have an appointment coming up soon but can anyone give any insight until then please? 0 likes, 2 replies "
Sexual Health,https://patient.info/forums/discuss/hiv-risk-from-receiving-oral--804825,Hiv risk from receiving oral?,"Hi, I did a swab test a few days back after one month of receiving oral. I did swab test first thing in the morning and rubbed it over my gums. I shipped it to the company known as Swab2Know. I just received my result and it said that it reacted to something. So it’s very low reactive and they want me to come in for bloodwork. they told me the mouth swab tests are very sensetive. I’m very confused as to what it could be since no exposure was involved except me receiving oral. I did have a viral throat infection during the time I did the swab test, did that cause the test to mess up? Could it be false? How common are these? I did have a viral infection in my throat around the same time I did the swab test. Did that interfere with the test? I know the risk of catching through oral is almost zero but the test result confused me. 0 likes, 0 replies "
Sexual Health,https://patient.info/forums/discuss/help-not-sure-what-this-is-please-help--804573,Help!! Not sure what this is!! Please help!,"hello, I'm not in pain and its not itchy. I have no idea please help me. I did shaved a slight over to see what it was. 0 likes, 0 replies "
Sexual Health,https://patient.info/forums/discuss/does-this-look-normal--803066,Does this look normal?,"Warning: close up picture of vagina I just did a vaginal examination and noticed these bumps. They don’t itch or burn but I'm worried they look suspicious. I was negative for everything on my last STI panel but that was just one week after a sexual encounter 0 likes, 3 replies "
Urinary Tract Infection,https://patient.info/forums/discuss/should-urine-be-acid-or-alkaline-in-order-to-resist-utis--802552,Should urine be acid or alkaline in order to resist UTIs?,"I am new to the site and have a number of urinary health related questions. My first one concerns whether urine should be maintained in the alkaline or acid range in order to assist in the prevention of UTIs. I find that bona fide medical information on the Net is contradictory on this subject.   What is your lived experience and knowledge and strategies this? I had a surgical   a number of years ago, then bladder uplift surgery.  I have long standing chronic  , and can also no longer push much, in order to protect the bladder surgery.  Due to the latter, for the past 12 years I have been taking Magnesium powder most nights.  It is an effective and also healthful treatment, but it alkalises my urine, which is observable in morning urine dipstick tests. In the past 2 years  I have experienced 2-3 UTIs, and significantly high and persistent leucocytes in my urine.   I believe this is probably due to low oestrogen and VA,  and is something I am also trying to find a work around and will address with another question. A urologist has advised that I stop the magnesium as he believes the alkalinity of my urine is facilitating these urinary problems.  I have tried the widest range of constipation treatment and strategies, and magnesium is the only safe and effective treatment I have found, for daily and long term use.  I am also not convinced the urologist is correct regarding the urine alkalinity issue.  WDYT regarding the latter? I have concluded that there is possible online confusion and conflation because perhaps the vagina needs to have an acid environment whilst the urinary system should be alkaline.  WDYT? 0 likes, 0 replies "
Urinary Tract Infection,https://patient.info/forums/discuss/uti-from-enterococcus-facaelis-need-insight--741112,UTI from Enterococcus Facaelis- need insight!,"Hello all- I seem to have gotten a UTI that isn't fully resolving.  I have taken keflex (be it 4 days), Cefdinir for 3 (then switched to Docycycline for 7 days). The culture showed sensitivity to tetracycline and others so we went with doxy. Initially I had bleeding, frequency, and burning during and after urination. I just finished doxy and 2 days after got a urinalysis which came back negative (however the burning has returned and I'm concerned I retested too early leading to a false negative or the infection has not resolved entirely) HAS ANYONE DEALT WITH THIS BACTERIA AND CAN BURNING LINGER AFTER INFECTION IS GONE DUE TO IRRITATION OF THE URETHRA (although maybe the infection is still active- I will retest in a week but not ideal with covid)...WHAT WORKED FOR YOU? 0 likes, 3 replies "
Urinary Tract Infection,https://patient.info/forums/discuss/urinary-tract-infection-672545,Urinary tract infection,"Every time I go to the urologist I have a urinary tract infection.Input on a med and then feel better.   When I get the burning and frequency again,I'm back on the medicine. Have been on this antibiotic for a week and went to Dr today.  She said I still have an infection so was sending it away for a culture.  This has happened to me many times and the culture comes back clear.  Anyone hear of harmony d nanose urinary tract and bladder cleanse?   Dr also suggested azo urinary probiotic.Anyone ever used these products.When I feel better I don't go back to have my urine  checked, so maybe I always have a UTI 0 likes, 8 replies "
Sexual Health,https://patient.info/forums/discuss/what-is-this--804586,What is this??,"hello I am 18 male and I am a virgin but I notice that my penis has these weird dots and it sometimes burns when scratching it. I need tips on how to get rid of it or what should I do 0 likes, 1 reply "
Sexual Health,https://patient.info/forums/discuss/what-is-this-white-ball-like-thing-near-my-clitoris--727217,What is this white ball-like thing near my clitoris?,"Discovered it yesterday. It kind of feels uncomfortable but there is no itching or pain of any sorts. 1 like, 15 replies "
Sexual Health,https://patient.info/forums/discuss/pain-in-penis-after-ejaculation--769126,Pain in Penis after ejaculation.,"I get pain in   after   or masturbation. If I ejaculate again the pain stops. what can be the solution to stop the pain permanently? 0 likes, 9 replies "
Sexual Health,https://patient.info/forums/discuss/how-making-a-very-sensitive-clitoris-numb-803965,How making a very sensitive clitoris numb,"I have a problem that is not so easy to describe and my English is not so good. I just start. And i have no idea if this group is the right one. I am suffering from a very sensitive clitoris for years now. Over one hour or two the sensitivity increases and at the end it was like e little evil was under the hood and biting in it, if something comes in contact, even with the hood. It starts with a white coating under the hood and than the sensitivity increases, especially while sleeping. I woke up from the pain. I was at various clinics and doctors, licensed gynaecologist. They all told me, that i should be happy, most of their female patients have the opposite problem. The coating is not a disease, no yeast infection or similar. It is a kind of smegma. I am washing the pubic area regularly with water. Sometimes the vagina with a special shower gel. The white coating comes not regularly, 2 or 3 times a week. Not monthly, not depending on sexual activity. I tried a lot different underwear, cotton,silk. After the licensed doctors i tried the free ones, natural healer, herbal healer, therapists and so on. Some treatment concepts were very very strange, especially when the doctors were from India. The best results were injections with Botox in the sensitive tip. But it lasts only for some month and it was very expensive and painful. But one local pharmacist from India, he mixed me a cream, to make the tip and the surrounding area numb for a while. It looks strange but it helps. Now this pharmacist has gone. I think, he had no official employment permit. And with him my cream has gone. I have two cream jars left, but after it?  Now my question. If somebody knows a solution for that, a therapy or some hints to reduce the sensitivity, I clutch at any straw. If you have questions, please ask me!! I hope, online writing is a bit easier than sitting face to face and showing that. I have added some photos. The first ones in normal condition of the clitoris. The next ones with this coating. And the last ones with the balm. I am not an expert in photo editing. I choose some where the problem is visible. Best regards Elli 0 likes, 12 replies "
Sexual Health,https://patient.info/forums/discuss/is-this-a-herpes-sore-please-help-804579,Is this a herpes sore??? Please help,"i had a abortion 6-7 days ago an started having liquid watery discharge that wont stop to the point i have to wear pads, i look down there everyday yesterday i looked there was no sore no bump but woke up this morning with a sore. 0 likes, 1 reply "
Sexual Health,https://patient.info/forums/discuss/weird-bump-on-vulva-804556,Weird bump on vulva,"WARNING: graphic photo Hey guys, for a couple months now ive noticed this weird white bump on my right labia that doesnt hurt or itch. Does anyone have an idea of what it could be? This is the only bump that I have and I discovered it randomly as I can not even feel it, only to touch. 0 likes, 1 reply "
Sexual Health,https://patient.info/forums/discuss/does-this-look-like-a-herpes-or-any-other-std-sore--804604,Does this look like a herpes or any other STD sore?,"The skin near my clitoris get cuts easily if I scratch it even for a little. I went to a doctor and she suspected that it could be because of a yeast infection because I told her that I also have white discharge and a little  . She prescribed me clotrimazole cream to apply on the sores and vulva and candid V3 tablets to insert inside the vagina. I did as she said and my symptoms got better. So after finishing the treatment, I shaved my vagina and didn't feel any problem but I accidentally scratched near my clitoris today and saw this cut again at the same spot. What could be causing this? My long distance boyfriend is about to visit me soon and planning to have sex with me so I'm very worried because I have no time to treat this again. what can I do about this? Does this look like a STD like herpes? 0 likes, 1 reply "
Sexual Health,https://patient.info/forums/discuss/genital-warts-advice-804713,Genital warts advice,"Hey everyone, First of all thank you for taking the time to read this. So from my last main partner. One of her lasting gifts I got from her was the genital warts virus (HPV). Kind of her wasn't it!! Well I think so. As just one time, nearly five years ago. I had some warts on my penis. Not any since then. The two women I've slept with since her were informed by me. They were still happy to sleep with me. I didn't know this ex had it. Whether she knew, I doubt it. She was troubled. Narcissist and an alcoholic. Before me slept around. I have been to a sexual health clinic in the past. Got an all clear, minus the warts! Anyway I've recently met someone so wonderful. I can see myself spending the rest of my life with her. She makes me so happy. She wants to take things slow. Absolutely fine by me. So we haven't slept together yet. Google is saying mixed things about the job virus. Some sources say you have it forever. Other sources don't. As I say, I've only had them physically on my wotsit. Just the one time. Obviously and morally I will tell this girl about this. When it's getting to that stage.  But does anyone have a positive way in which I can go about it? Do I still have the virus? Are there worthwhile testing kits out there for it?  I know it's quite a common thing. I'm very concerned and worried of loosing her once she knows. But as I said, it's only right to tell her. Hopefully she'll appreciate the honesty in telling her. She says she likes me the more she gets to know me. Has anyone got anything encouraging and comforting to say? Might be a good shout speaking to a professional? Thanks 0 likes, 0 replies "
Sexual Health,https://patient.info/forums/discuss/helppp-i-think-i-have-genital-warts-804714,"Helppp, i think i have genital warts","ive notice that i have little bumps , opening of my vagina, i dont know if they are warts or vp 0 likes, 2 replies "
Sexual Health,https://patient.info/forums/discuss/possible-sti-single-swollen-lymph-node-804734,Possible STI single swollen lymph node ,"After unprotected sex about two weeks ago, everything seemed fine until three days ago. I have noticed this sore lymph node on my left side kind of hard to the touch no fever no   no weight loss no discharge no   or anything like that. Just a single groin lymph node  lymph node what can this possibly be? 1 like, 2 replies "
Sexual Health,https://patient.info/forums/discuss/unknown-scabs-on-buttocks-herpes--804773,UNKNOWN SCABS on buttocks.. herpes????,"these scabs literally appear in what seems to be overnight. i have these two plus another appeared. is this herpes? they dont hurt and dont itch and arent uncomfy. i did wax myself but i didnt wax where the other scab is. i also put on shorts from a store without washing them first so im curious if it could be an allergic reaction. PLEASE HELP 0 likes, 0 replies "
Sexual Health,https://patient.info/forums/discuss/is-this-vp-or-std-pic-included-804698,Is this VP or STD? Pic included,"Had this a couple of days now, need to book drs but has anyone had similar? 0 likes, 0 replies "
Sexual Health,https://patient.info/forums/discuss/high-hiv-risk-multiple-negative-tests-low-cd4-804757,"High hiv risk, multiple negative tests, low cd4 ","Hi, I had a high HIV risk years ago. I was raped. Did not test for HIV right away since I just wanted to forget what happened. Later when I got neurological pain, I got tested with 3rd generation test and hiv pcr 1 as well as hiv 2 dna. All negative. However, now years later my neuropathy only gets worse, I have skin infections and also had  . I have paid for my cd4 cell count and over the years the cd4 count has dropped. Also my kids have constantly too low lymphocytes. I am worried to death that the guy who raped me infected me with some rare strain or several hiv strains and the tests are not detecting it. The guy had brown spots on his skin. Probably kaposi sarkoma. Can anyone help. The doctors think I am crazy but I can assure this is not in my head. Please, anyone. What can this be if not HIV? 0 likes, 5 replies "
Sexual Health,https://patient.info/forums/discuss/struggling-with-discharge-804902,Struggling with discharge,"Hi, so ive been struggling with discharge for a few months now since taking   for a uti. I've been having more discharge than usual but is has no unusual colour or  smell. I've had std test which have all come back negative so its not that. Saw a doctor who initially thought it was thrush but the swab came back with  no traces. It's really stressing me out as i seem to only be coming to dead ends. what could it be? 0 likes, 5 replies "
Sexual Health,https://patient.info/forums/discuss/is-this-hpv-genital-warts-or-something-else--797689,Is this HPV Genital Warts or something else? ,"These places slowly began to come up over time and they didn't bother me at all or cause any discomfort, but recently the one in the first picture has started to hurt during intercourse, wiping, and peeing. It burns, almost like a small tear would. The others still have caused no discomfort. What could these be?  0 likes, 7 replies "
Sexual Health,https://patient.info/forums/discuss/weird-skin-tissue-on-my-vagina-entering-804793,Weird skin tissue on my vagina entering,"I have some weird bump composed of multiple tissues on my vagina opening. It's very close to the hymen, practically I can see the hymen at corners, but this bumps of tissues appears in the upper part. What is it? Are those warts or? I can feel the structure with my fingers, it feels like a lot of hymen remains that are forming bump. I don't have pain nor problems, I am just worried if it is normal. I made pap test, and the result is 1 meaning all normal, but I know that the ginecologyst take samples from the cervix, not from the vulva or vagina opening. Can someone share similar experience? 0 likes, 6 replies "
