disease,postLink,postHeading,postContent
Substance Misuse,https://patient.info/forums/discuss/cocaine-699820,Cocaine,"wonder how many people think cocaine is great? party drug,  it isnt great, ive done it daily for 15 years and my health is destroyed, im now under specalist hospitals in london after seeing a number of ent surgeons and oral surgeons and still not sure if can be fixed, it has caused induced cocaine vasulitis, my heart and breathing are bad, my nose has collasped, saddle nose deformilty, my eye sight is going and i have a big hole in my soft palatte, speech very bad, food and drink comes out my nose, my airways block, pain, infections and now got to the point i dont want to eat, i have nothing left in the sinuis cavity, YES  cocaine can cause a hole in your palatte , it has destroyed me, i have no energy, i get worn out very quick, cocaine isnt good, it will destroy you, trust me, feel free to messege me i will put you off, its not fun, i so wish i could turn back the clock, im 42 and dont know if i will make 43 all because of my own stupid doings 1 like, 2 replies "
Fibromyalgia Syndrome,https://patient.info/forums/discuss/anyone-else-sick-of-this-vicious-cycle-of-pain--786007,Anyone else sick of this vicious cycle of pain ?!?!,"Diagnosed 6 years ago, I'm 40 years old and the pain and the mental health that goes alongside with it is driving me mad! my gp even said have I tried breathing exercises and tai chi?....mate I've done it all and because you don't believe in medication I have to be in total agony! pretty much yes 😫 I have Complex ptsd and they have now found i have liver disease and gallbladder inflamed yet for 5 months it was fibro and just go away til I insisted/ shouted at the Dr I wanted a scan and there it was. high blood pressure, high cholesterol.....I want to just live life in peace and be happy, less suicidal thoughts, I want to spend more time with my kids and not be in pain. I would pay £1 million to have this pain gone. please tell me there's others like me that feel the same? ❤ 0 likes, 0 replies "
Substance Misuse,https://patient.info/forums/discuss/stuck-on-4mg-subutex-nowhere-too-turn-695855,Stuck on 4mg subutex nowhere too turn,"i was placed on subutex after a year long codeine addiction 13 years ago i was kept. on it for 8 years then had a detox due to the most dramatic depressive state i was in i relapsed, back on subs second detox same story ,third detox i really thought id stick it out but the hellish depression that hits even though im on high doses of antidepressants i just cant cope with and too my horror relapsed last june ,then started buying subs off a so called friend as i just cant face going back to the drug and alcohol team we had a big falling out as i thought i had been krpt on subutex far too long in the first place 8 yeats and never going to recover.im currently on 4mg subutex but now my friend who im buying them off is running out ,i dont know what to do ,i feel like life isnt worth living anymore i cant seem to function without codeine but very soon im going to run out of subutex and the thought of the withdrawal terrifies me anybody with any advice please help 0 likes, 2 replies "
Substance Misuse,https://patient.info/forums/discuss/could-this-be-drug-dependency--682883,Could this be drug dependency?,"My bf has been taking Tramadol 50 mg every 9-10 hours for 6 years. He's also been taking Gabapentin 300 mg at the same time. for the past year. He decided to try going without both , but after 12 hours started aching all over, had tingling sensations, stomach cramps and vomiting. is it possible to have drug withdrawal symptoms when your doses had been that low? 0 likes, 3 replies "
Substance Misuse,https://patient.info/forums/discuss/klonopin-withdrawal-706108,Klonopin Withdrawal,"I am a 72 year old Female....Due to my ignorance and doctors prescriptions, I have been addicted to Klonopin for way too many years.. Is there any time schedule for withdrawing from 2mg down to 1 mg. daily of Klonopin?   I am down to 3/4mg  from 1mg. I have been on as high as 8mg, but prescription has been reduced to 2mg for over 2 years.  Its been  over 2 months now  at 1mg and now at 3/4mg for the past 2 weeks. I have seen some positive signs, but, and I know its individual, is there a time schedule going from 3/4mg to 1/2mg to 1/4 to totally 0mg? I still have that ""crawling"" feeling throughout my body.. I know it could take months,  but any positive encouragement from anyone at my age going through a similair withdrawal? 0 likes, 1 reply "
Substance Misuse,https://patient.info/forums/discuss/weed-708546,Weed,"i'm 16 and smoke 0,3 g of weed every month can this be bad for me in any way? 0 likes, 2 replies "
Sore Throat,https://patient.info/forums/discuss/uncomfortable-red-patch-at-back-of-throat-792353,uncomfortable red patch at back of throat ,"hi, i am 18 years old and a  couple days ago i came down with a nasty flu or something, caught from my mum. i havent really had any issue with a runny nose or anything but ive had a sore throat and nasty dry cough and feverish.  ive definitely improved but just last night i got this uncomfortable feeling of having something stuck in the back of my throat. often when i swallow theres this weird sensation and it feels really strange and uncomfortable and i can constantly feel something at the back of my throat. at first i thought my uvula was inflamed (it does seem to be a little red and has some red spots on it) but when i looked just now i saw this red raised patch at the very back of my throat. i have looked and cant seem to find anything like it!! i dont rlly know how i feel about uploading an image but i will describe as best i can. i have seen cobblestone throat and that seems to be the closest possible thing so far but instead of several raised bumps it seems to be  just one  largeish raised red/pinkish patch. i havent been able to sleep properly (currently 6:27am and i woke at 3:30) because it feels so uncomfortable, especially when im laying down. idk if its irritated because of the coughing since i havent actually caught flu/a cold/covid in about 4 or 5 years (i do not know how considering the rest of my family gets sick like 3 times a year lmao). water helps to soothe it but at this point im getting concerned ive consumed more than the healthy daily amount of water. it does seem to feel a bit  better now than it did at least or maybe ive just gotten used to the sensation....i am going to try taking some lozenges throughout the day and having some hot chocolate and soup and maybe sucking on some ice. but does anyone know exactly what this is because otherwise my health anxiety is going to spiral and start convincing me i have cancer and am going to die 😄 0 likes, 1 reply "
Sore Throat,https://patient.info/forums/discuss/red-patches-in-mouth-need-help-opinion--760408,Red patches in mouth (need help/opinion),"Hi, From few months I have these red patches in the back of my mouth and my throat is also irritated. The throat feels sore and the red patches hurt from time to time. STD tests negative both times. My swab test also didn't show anything. Overall blood work is looking very good and my urine test is also fine. I'm worried and kinda of depressed because it has been 5 months and my doctors don't know what it is. Please help me. What should I do. They honestly come and go. Sometimes they stay longer like now. 0 likes, 3 replies "
Substance Misuse,https://patient.info/forums/discuss/drug-test-694116,Drug test,"Hello, i am going to have a special medical check soon. The issue is that i am constantly smoking weed (minimum once a week). Is there any way i can hide that fact that i am a stoner? I read about different methods, including Macujo  but i am not really sure if it going to help me. Any other ideas? 0 likes, 1 reply "
Vulval Problems,https://patient.info/forums/discuss/im-crying-is-this-normal--802143,Im crying is this normal?,"im freaking out right now and been panicking for the last hour. what is happening to my vagina, why is there a bump? is this genital warts or something 😦(? please help   1 like, 2 replies "
Quetiapine,https://patient.info/forums/discuss/needing-to-hear-positive-feedback-on-effexor-xr-and-seroquel-673771,Needing to hear positive feedback on Effexor xr and seroquel,"Hi guys..I'm back.. New meds..new pdoc..new feelings..Currently on 150  effector xr in am and seroquel 25mg in pm..slept great last night. Was 1st night on 25mg.. Was just brought down from effector 187 to 150 xr also..today... So tired of seeing the horror stories... Don't do it's.. I just need some uplifting positive stories.. I think so many just don't get..🤔. How you strive for normalcy while others are naturally blessed with it..  0 likes, 2 replies "
Quetiapine,https://patient.info/forums/discuss/help-676787,Help,"I'm on mitrazapine 15mg started last night and quatepine 100mg immediate release at night and pregablin 25mg twice a day are these safe taken together  0 likes, 3 replies "
Sore Throat,https://patient.info/forums/discuss/bump-in-the-back-of-throat-is-this-normal--612552,"Bump in the back of throat, is this normal?","I noticed this bump for over 5 months, it keeps the same size. I went to my GP and he said it was an allergic reaction, and the drugs he prescribed did nothing. I'm afraid it could be a tumor   0 likes, 31 replies "
Sore Throat,https://patient.info/forums/discuss/white-patches-on-posterior-wall-of-pharynx-photo--794713,White patches on posterior wall of pharynx (photo),"Hi , from two days I have a severe sore throat. It's viral or bacterial? I have painful whitish patches only on pharynx. It's strange? shouldn't they be on the tonsils? 0 likes, 0 replies "
Sore Throat,https://patient.info/forums/discuss/i-noticed-bump-in-my-back-throat-794215,I noticed bump in my back throat,"Hi! I recently became concerned about my throat and i discovered it on December 8. Can someone identify this thing in my throat for me? When I swallow or eat something, there is no pain. 0 likes, 0 replies "
Sore Throat,https://patient.info/forums/discuss/lumps-on-back-of-throat-794976,Lumps on back of throat,"someone help does anyone one this is pleas  0 likes, 0 replies "
Sore Throat,https://patient.info/forums/discuss/sore-throat-with-dysphagia-for-3-months-784443,Sore Throat with Dysphagia for 3 Months,"Hello. In February I started to notice some difficulty swallowing as well as some other worrying symptoms like weight loss. The difficulty swallowing is especially bad for dry foods like bread or chicken. Drinks are okay, saliva is very annoying though. I haven't choked yet but the best way I can describe it is that foods sticks sometimes and I need to swallow a few times to get it down. The area this is happening I guess would be around the Larynx/Hypopharanx area. In March I seen an ENT Consultant and I explained I was pretty worried about this so he did an Indirect Laryngoscopy and said everything appeared normal so he referred me for a Barium Swallow in April which again was reported as normal. At the start of May I had an Endoscopy (through the mouth) and again, everything was reported as normal with the exception of a Hiatal   and mild Oesophagitis. I have been prescribed PPIs (different to Omeprazole as I had already taken a 6 week course which did nothing) I guess they are suspecting LPR as I have had some acid erosion issues with my teeth in the past. Since then, the swallowing difficulties have remained about the same but I am also starting to develop a recurrent sore throat as well as what I can only describe as my ears feeling like they are blocked when I lay down at night, they return to normal when I get up and move around. Just going to be up front and honest, if this was something like Cancer would they have missed it between the Indirect Laryngoscopy, Endoscopy and Barium Swallow? Would appreciate any advice someone can give. 0 likes, 2 replies "
Sore Throat,https://patient.info/forums/discuss/slightly-inflamed-tonsils-and-bumps-on-the-back-of-throat-lasting-about-7-weeks-775219,Slightly inflamed tonsils and bumps on the back of throat lasting about 7 weeks,"I’m 23 years old. I initially got sick on Oct. 5th. It started with a terrible sore throat for the first day or two and then turned into a 101 degree fever, nasal congestion, chills, and body aches. I was pretty sick for about a week. I got tested for strep throat and Covid-19 twice throughout that week and they came back negative both times. Once I started feeling better, I noticed that I could feel something in the back of my throat when I swallow and my tonsils were still swollen. Using my phone light in the mirror I noticed a few bumps on the back of my throat as well (picture below). I have an appointment with an ENT but the soonest one I could get is still three weeks away. My primary care physician didn’t seem too worried about it, just said I should let her know if it gets any worse. They don't seem to have gotten worse but they aren't getting better. I got sick again Nov. 21 and have been sick since then. Similar symptoms to when I was sick a month before, with the exception of a more mild fever. I hadn't ever looked at my throat very close but I asked my doctor about the very pronounced red vessel in the back of my throat and she didn't seem think it was cause for concern. Is it possible that I have Mono? What would cause bumps like that to last this long? 0 likes, 1 reply "
Sore Throat,https://patient.info/forums/discuss/lump-on-side-of-throat-795852,lump on side of throat,"Hi! I had   age 10, currently 37 y/o. Past 6 months or so Ive had this area on the left side of my throat where my tonsil would be. It doesn't hurt, but sometimes I have a sensation of fullness when swallowing on that side. Anyone have any thoughts? 0 likes, 0 replies "
Sore Throat,https://patient.info/forums/discuss/what-can-this-be-photo-hurts-when-i-swallow-796826,What can this be (photo). Hurts when I swallow,"Can anybody tell me what can this be.It hurts when I swallow but no other symptoms 0 likes, 0 replies "
Sore Throat,https://patient.info/forums/discuss/does-this-look-like-strep-throat-or-something-more-serious-797317,Does this look like strep throat? Or something more serious,"I've had a sore throat for 4 days now and just wondering what it could be. No other symptoms other than the sore throat and a little tightness. I have a tendency to overthink and stress mysef over possible health issues, so its hard to get out of my head that it could be something more severe than it possibly is. Any inputs? 0 likes, 0 replies "
Sore Throat,https://patient.info/forums/discuss/had-this-for-4-weeks-what-is-it--797150,Had this for 4 weeks what is it ?,"had this for 4 weeks but i only realized i had this after i ate spicy noddles my throat felt super weird and after this it didn't hurt or anything it felt as if my throat was back to normal but it looked like this , i was also a smoker i smoked vapes for almost 2 year and i stopped smoking the day i saw my throat , scared this could be something serious my family and boyfriend thinks i'm fine because it doesn't hurt and i had alot of mucus as well but its in the back of my head every night before bed and i cant help it the google searches scare me because it says i have so many different things  i don't know which to believe , im scared to go into a doctor and it be something serious i thought it was cobble stone throat or maybe acid reflux but after seeing the bumps i don't know if its normal or what . someone please tell me what you think it might be and what should i do 0 likes, 0 replies "
Sore Throat,https://patient.info/forums/discuss/had-bad-throat-for-several-weeks-not-overly-sore-but-doesnt-feel-right--797737,had bad throat for several weeks. not overly sore but doesnt feel right. ,"0 likes, 0 replies "
Sore Throat,https://patient.info/forums/discuss/pain-in-right-side-of-throat-near-my-adam-s-apple-735380,Pain in right side of throat near my Adam's apple,"Hi there, once again, something strange with me... My throat has been hurting for a few weeks.  It started after a flu. I used to blew my nose a lot and then, the pain started. It's not your typical  , it's like a pain on the bottom right of the throat near of Adam's apple. It doesn't hurt when I swallow. It's only (sometimes) when i start speaking and when i yawn. Comes on and off, frequently everyday.  The pain is like a little pinch and It's tolerable. There's no swollen lymph node and i had recently a GERD (i'm still on Omeprazol) I don't have any trouble when i weat or drink. Am i the only one having those strange symptoms? Thanks guys! 0 likes, 16 replies "
Sore Throat,https://patient.info/forums/discuss/scratches-itchiness-sensation-on-left-side-of-throat--798151,"Scratches, itchiness, sensation on left side of throat. ","i've had a swollen tonsil for nearly 4 weeks now and its just not getting better. i've had no viral symptoms or fever at all. It doesn't hurt to swallow or talk. The only thing i've noticed is that the one side of my throat often feels really dry when i breathe in. I was given a 10 day course of   after a telephone appointment and they haven't made any difference. I've also been gargling with salt water. The doctor still won't see me to have a look at it and i'm at a loose end. What could this be and what should i do? 0 likes, 0 replies "
Sore Throat,https://patient.info/forums/discuss/sore-throat-for-a-month-after-covid-795819,Sore throat for a month after covid ,"Got covid a month ago, Xmas week. tested negative a week later! but my covid symptoms started with a sore throat and has remained since. now i think i have swollen tonsils. i got tested for mono and strep and both came out negative. 0 likes, 0 replies "
Sore Throat,https://patient.info/forums/discuss/what-is-this--693918,What is this?!?,"i took the top one a couple of hours ago and it seems to be getting worse. it feels like a blister 0 likes, 7 replies "
Sore Throat,https://patient.info/forums/discuss/i-ve-had-a-sore-throat-for-around-2-months-797022,I’ve had a sore throat for around 2 months ,"could anyone give me some insight to what this might be please. my doctor prescribed me penecillin but it doesnt seem to be doing anything.  i have sore throat fever/chills diarehha generally feeling unwell. any help will be much appreciated. thanks 0 likes, 0 replies "
Sore Throat,https://patient.info/forums/discuss/tonsil-stones-or-something-else-can-anyone-relate--801290,Tonsil stones or something else? 🤔  can anyone relate?,"Has anyone experienced this after covid? During covid my daughter had a tonsil stone that she pushed out herself 2 months later she felt a tiny lump on the tonsil and yellow puss came out when squeezing it, she started to have a foul odour in her mouth and still after 4 months she cannot smell or taste most things the way she used to. Main trigger foods that affect her are, cheese&onion, chicken and coffee. These taste of a bitter taste instead of the normal taste. No gp can tell us what this is and ent isn't really able to say either. They did a   and found a tiny cyst on the base of the tongue so not sure if it's that causing it. It's ruining her life at the moment she's really distressed by it all. 😟 Any ideas please 🙏 0 likes, 0 replies "
Sore Throat,https://patient.info/forums/discuss/sore-throat-right-side-and-enlarged-right-lingual-tonsil-for-a-year-539047,Sore throat right side and enlarged right lingual tonsil for a year,"im really out of my mind and stressed about my situation. im 32 yr old male, smoking for 14 years but light smoker for the past 9 years (5 cig a day) anyway its all started a year ago with numb throat pain on my right side. i thought its something viral that will go away and after arround 2-3 months it did ease abit but never went away, 3 months ago the pain started to intensify only this time i started to feel pain in right side of the tongue along with the right   but i couldnt see anything suspicious, a month ago i have pulled my tongue out and saw a lump, deep on the right side, i went to my gp wich was very concerd about it and send me to a mouth specialist, while waiting for my appointment to the specialist i went to th ent wich saw it and gave my antibiotic and cream for the lump and sended me to urgent us scan of thyroid.. couple days later i went to the mouth specialist wich said its not likely to be cancerous and identified the lump as an enlarged ""lingual tonsil"" but with not special pathology. she told me that she though that i have acid reflux as she saw traces in my throat and also told me to not take the   that the ent gave me as it wownt help for the lump. she also thought she feel some enlarged lymph node in my neck so  she sended me to do a us neck scan and continue the check with endoscopy from ent and also a gastro specialist to make endoscopy to see if there gerd problem and prescribed nexium. meanwhile 2 weeks passed and the nexium has no effect , the pain is still there in my right side throat and also back in my right side tongue. i had a neck ultrasound a week ago  wich said no evidence of enlarged lymph nodes wich is so weird as i fill like my neck is swallen, tight. i should have an ent appointment this week but im suffering so much i have no idea what to do next.  i feel alone in this as i have found anyone on the internet with same problem as mine, i searched many places but couldnt find a similar person with same symptoms and im out of my mind for what this could be. im very concernd about   as this started a year ago. also im almost sure that my throat pain is related to the tongue pain from the enlarged lingual tonsil. please if anyone can advise or help me or have any similar symptoms please reply my thread and share, im desperate this ruining my life and i dont know what to do anymore or whats going on. 1 like, 165 replies "
Sore Throat,https://patient.info/forums/discuss/please-help-what-is-this-in-my-throat--799789,"Please help, what is this in my throat?","Hi, please help, I'm worried, is this swollen tonsil? I have hpv, bumpy back of the throat and something that looks like a wart on the other side. I'm 28F 0 likes, 0 replies "
Sore Throat,https://patient.info/forums/discuss/lump-of-skin-hanging-off-tonsil--385886,Lump of skin hanging off tonsil?,"Hi, I'm 19 years old.  Friday morning I had the feeling of food stuck in the back of my throat. I checked later that night to find something hanging off my right tonsil. I have no idea what it is. Whether it came on suddenly or if it's been there a while, I don't know. There is no pain coming from it, no sore throat etc. I went to the Doctors today and they referred me to the hospital for an appointment, but it's over a month away. The Doctor didn't know what is was so I am still concerned as to what it is. It's about 2cm long and moves around freely, please see attached photo's, thanks. 0 likes, 24 replies "
Sore Throat,https://patient.info/forums/discuss/lumps-in-my-mouth-that-continue-to-spread-802573,Lumps in my mouth that continue to spread ,"Ive had   in my mouth of around 11-12 weeks. It started off as 1 lump on my soft pallet.  As the weeks have gone on its continued to get worse. My GP has no idea what it is. We have tried  ,    and mouth spray. Nothing has worked and its continued to spread. It is now on both sides of my tongue and  travelling down the back of my throat. My GP has now requested an urgent   ENT referral in order to get me seen more quickly. I am 22, never smoked, has anyone got any ideas about what i can do in the meantime or any idea what it is 0 likes, 2 replies "
Sore Throat,https://patient.info/forums/discuss/i-can-t-swallow-please-help-802334,I can’t swallow !! Please help ,"my throat feels like its been all cut up. it is so sore and i cant swallow because its so painful. if im not constantly eating a   drop the back of my throat will get so dry where i then cant swallow at all. i have a bit of a cough that feels like I am coughing up my lungs. im currently traveling and an staying swizerland so I dont have alot of options in terms on getting serious medical treatment. advil, tylonol, ibprofin dont really help, i have a cough syrup that helps just with the cough. someone please help. 0 likes, 0 replies "
Sore Throat,https://patient.info/forums/discuss/sore-throat-3-weeks-body-aches-756702,Sore throat 3 weeks / body aches,"Hey everyone! I've had a   for 3 weeks - it started as a super severe sore throat and voice hoarsness for 4 days. I got a covid swab for good measure which was negative. After the 4 days my throat eased up but was still sore. The last week my throat has been super super sore and Ive had body aches during those days(it never really went away from the start but j wasnt worried). i keep being told its viral by phone appointments but the last doctor gave me   to try - im on day 5 and maybe have less ""puss"" on my tonsils but just as sore and still getting acheing in my legs. Theres a little pocket by my tonsil as well. Ill attach photos .. the first was 6 days ago the second today. Im getting worried about what is going on and followed up with a doctor again on the phone (thanks covid) who basically said oh re evaluate after antibiotics youre fine. ! 0 likes, 2 replies "
Sore Throat,https://patient.info/forums/discuss/throat-801673,Throat,"i have noticed this at my throat for months. Not sure on what it is.. 0 likes, 0 replies "
Sore Throat,https://patient.info/forums/discuss/help-please-801369,Help please ,"so ive been have some type of   symptoms but it kinda look like heroes i havent gotten tested yet but will in july and really scared what do yall think it is please let me kno 0 likes, 0 replies "
Sore Throat,https://patient.info/forums/discuss/painful-tonsils-and-frequent-urination-relation--804993,Painful tonsils and frequent urination relation .,"Hello for three years now im with condition that doctors were unable to diagnose. My right tonsil is very sensitive. It becomes very painful during colder season as we breathe cooler air, I cant eat or drink anything that is even slightly chilled . I have absolutely no problems during summer time and can even eat ice creams but right now I cant even eat a ham straight from fridge. Water needs to be warm and I have to cover my face anytime I go outside,I expect this to stay like this till april next year. Whenever I forget myself and eat something cold my right tonsil becomes very painful ,im getting cold like symptoms including blocked nose,sweating and fatigue . I will also start to urinate very frequently like every 30 minutes to 1h. Just yesterday I had some blueberries thats been out of the fridge one hour earlier,still cool and I have been waking up five times last night for toilet my tonsil hurts when I touch that area, I have no such problems during summer time. Its been coming and going like that for three years now. I have had my throat checked,tried   ,blood tested ,referred to nose and throat clinic where doctor put a camera through my nose to throat but they couldnt find anything ,not even swell. Right now if I touch right side of my throat I rate the pain 7/10 I definitely dont imagine this. Any help most appreciated . 0 likes, 0 replies "
Sore Throat,https://patient.info/forums/discuss/help-sore-throat-and-inflamed-tonsils-for-the-past-two-months-803169,HELP! Sore throat and inflamed tonsils for the past two months ,"Went to urgent care mid june, tested negative for strep but said i have tonsilitis. They gave me a steroid shot and amoxicillin and sent me on my way. i was  feeling better, and inflammation was going down but now its back. i have a slight  , a white throat and white patches on my tonsil. there is also these bumps on the back of my throat. Is it  ? im genuinely scared.  0 likes, 0 replies "
