disease,postLink,postHeading,postContent
Covid,https://connect.mayoclinic.org/discussion/any-folks-receive-rx-during-covid/,Any folks receive Rx during Covid?,"I am suffering so severely and besides all unbearable symptoms, yesterday another terrible new symptom appeared. . . burning throat and burning mouth syndrome.  It's agonizing.  I can't take this.  I've already lost so much weight and down to 90 lbs and now because of all the burning it's hard to even eat or swallow. Just curious, if any folks who are suffering from Long Term were given medication?   Whether it be, monoclonal antibodies, or other medications? I was not given anything, and Doc said, 'I'll be fine,"" and I'm so angry that I could have prevented all this 3 yrs of suffering if only he treated me properly.  It helps us to know if there's a way to address it properly and we can help others as well.  "
Covid,https://connect.mayoclinic.org/discussion/anyone-try-antihistamines-for-treatment-looks-to-be-very-successful/,Anyone try Antihistamines for treatment?  Looks to be very successful,"I came across this article after viewing the most thorough explanation I have ever read about LT Covid, what it does to our body, and why some folks develop LT  Covid/  Video is by Dr. Mark Hyman (so knowledgeable) and Dr Leo Galland, M.D (a genius!)   Further below I included that link as well.   After viewing, you will more than likely walk away saying OMG.  Of course, antihistamine treatment is just one protocol and as we all know, we require several therapies modules. 
 
Here's a link for Dr. Galland's research and treatment plan.  Quite overwhelming. 
 "
Covid,https://connect.mayoclinic.org/discussion/new-study-on-impact-of-long-covid-on-employment-disability-and-more/,"New Study on Impact of Long COVID on employment, disability and more","Do you want to add to the body of credible research being done on the financial impact of living with Long COVID? Please consider filling out Katie’s brief survey: 
NEW ✨Long Covid patient experience survey. If you have #longcovid, please consider taking this ~10 min survey about your experience with employment, disability, & more. I will publish findings at Brookings, and in a journal article. Survey link: brookingsi.qualtrics.com/jfe/form/SV_2a……  "
Covid,https://connect.mayoclinic.org/discussion/anyone-experience-changes-in-your-menstrual-cycle/,Anyone experience changes in your menstrual cycle?,"My menstrual cycle was regular prior to my covid vaccine.  Now it is all over the place and recent blood work put me in the post menopausal range despite still getting a period (whenever it decides to show up).  Please tell me your story, testing done and successful treatments you've had. Thanks "
Covid,https://connect.mayoclinic.org/discussion/shingles-shot-helped-or-hurt-long-covid-symptoms/,Shingles shot: helped or hurt long covid symptoms?,"Greetings, 16 months of long covid, I am interested in getting the two shot shingles vaccine, but worried about aggravating PASC symptoms given the reaction that some people have from the shot. Have you had the shot? Made things better, worse or neither? Thank you! Greg  "
Covid,https://connect.mayoclinic.org/discussion/is-anyone-unable-to-stand-in-one-spot-without-getting-exhausted/,Is anyone unable to stand in one spot without getting exhausted?,"Since post Covid, one of my horrible symptoms is I cannot stand in one place more than a minute (sometimes less-it varies on the day) without feeling EXTREME fatigue in my body/legs, short of breath, dizzy.  It’s impossible for me to do without hurrying and laying or sitting down.  Weird thing is that I can walk but as soon as I stop walking and am still in one spot, I feel like I’m dying. 
Has anyone experienced this?  "
Covid,https://connect.mayoclinic.org/discussion/finally-going-to-see-primary-doctor-long-covid/,Finally going to see primary doctor (Long Covid),"Finished TMS treatment for depression and only help i have noticed is my sleep. 
Long story short i have always had depression and zoloft worked for 20+ yrs until i got covid in January and may have had it before and not known it. 
My symptoms were just sneezing and runny nose. 
I now have been suffering with anxiety which i have never had in my life along with terrible fatigue…I am always tired and if i do anything physical i breathe heavy. 
My Meds doc at the TMS and mental health center wants me to see primary care doctor to rule out other issues. 
He has switched me from viibryd to 200 mg of luvox at bed time for ocd ( ruminating thoughts)…I still take Klonopin 0.5mg at night and as needed otherwise for anxiety. 
My anxiety can come up at anytime for no reason and no triggers. 
He thinks i may have long covid and says he sees a couple long covid patients. 
My question is…How do i approach my primary care doctor besides telling him the obvious? 
If all my bloodwork and tests come back fine…Then what? 
Who actually can diagnose you with long covid and how is it treated? 
This cronic fatigue and anxiety has made life miserable and i am a shell of my once self. 
I can function but only just enough to barely get by every day. 
It is beating me down more every day. 
Thanks "
Covid,https://connect.mayoclinic.org/discussion/muscle-pain-where-my-kidneys-are/,Muscle Pain where my kidneys are,"I had COVIDin November. In the 3rd week of November I started getting severe pain in my back on the right where my kidney is. We thought I had a kidney stone. Went to ER’s nothing. Had 2 CAT-scans- nothing! Doctor wanted to give me Valium!! The PA at the other ER told me to do Yoga!! I can’t get any help. My Primary doctor wanted me to take anti depressants & anxiety pills! 
I now have the same pain on the left side. So now I have it on both sides. It comes & goes. Very sharp pains to where I want to pass out. I need help. Is anyone else suffering severe muscle pain??? "
Covid,https://connect.mayoclinic.org/discussion/post-covid-for-21-months-now-and-still-declining/,Post COVID for 21 months now and still declining,"Hello, 
I'm a mid-40s male in good health (or was). I contracted COVID in Oct 2020 and never recovered from it. I had what they called a ""mild"" case where my blood oxygen level didn't drop below 90% and I wasn't hospitalized. I had a fever for about two weeks, migraines, and numerous varying symptoms over that period of isolation. Once I finally got out of isolation, I still encountered heavy fatigue, muscle weakness, and heavy inflammation. I teach computer science and cybersecurity at a small university and consult on the side. I was missing 2-3 days of class a week due to an inability to function well enough to lecture. I was sent to the ER twice, once due to possible stroke and again for a kidney stone (never had one before in my life). I was vaccinated in the Spring of 2021 because the stories of it improving Long COVID suffering, it didn't. A couple months later in June, I started to relapse badly, and have been slowly declining since. I had to withdraw from my doctorate program because I was unable to keep up with the work as I struggle to keep a thought for more than a couple minutes. This is also impacting lesson planning, lecturing, consulting, etc.  Currently, I am struggling to move very far physically. I try to walk for 20 min a couple times a week, but it takes 2-3 days to recover from it. My body is constantly in pain from the inflammation (6 or 7 on a scale of 1-10), with spikes from time to time. I struggle to walk, type, or perform many activities. High temperatures amplify the pain and weakness, so this summer has been far from relaxing. I've had to use a cane to walk, but my grip and arm strength is not good, so it's not much of a benefit. I'm used to working 8-10hrs a day and right now am lucky to get 2-4hrs in a day. I'm the sole source of income for my family so I can't just stop and rest until better. I've been visiting the Vanderbilt Adult Post-Acute COVID clinic for over a year now. We've tried many different treatments, mostly wholistic focused, but with minimal success. All the treatments that have worked for other patients in the program have not shown noticeable improvements for me. I'm running out of ideas for things to try. I have to resume teaching in a month and I'm not sure how I'm going to survive the semester in my current state.  I'm on a base set of a good pro-biotic, Vit B complex, Vit C, Vit D, baby aspirin, one or two other supplements.  I've tried PEA supplements, NMN supplements, Cortisol managers, and others. We tried a common steroid to try and alleviate some of the pain from inflammation, but it didn't prove any benefit, only major side effects. Any ideas of things that may help are welcome. "
Covid,https://connect.mayoclinic.org/discussion/post-covid-flair-up-monthly/,Post covid flair up monthly ,"I got covid in October 2021 and had my first vaccine January 1rst this is when symptoms started have I now have dystolic heart failure on one side and congestive heart failure on the other.  I also have some shortness of breath, fatigue and brain fog i can deal with this but If I do too much I get a flare up with extreme fatigue body aches, not feeling good, and worsening brain fog.  Does anyone have this?  I did covid for the second time in May not mild either.  Since then I feel like things have gotten worse and I have depression but feel that is worse also so my Dr upped my med after being on the same dose for years.  I feel like I was given a life sentence of this with no hope in sight… "
Covid,https://connect.mayoclinic.org/discussion/post-covid-cough-cant-havent-been-back-to-work/,Post Covid: Still coughing and worried about going back to work,Still coughing and worried doctor won't sing off on my leave. Any advice would be greatly appreciated.  
Covid,https://connect.mayoclinic.org/discussion/dealing-with-post-covid/,"Dealing with Post Covid making depression worse, anyone else?","I have had many boughts with anxiety, sometimes feeling like I'm going nuts.  I am BiPolar so struggle as it is.  Being in pain all the time, not sleeping, missing out on Holidays and Birthdays has made my depression so much worse.  I ended up having a first time episode of what's called Auditory Hallucinating.  It's hearing sounds like music from a radio without a radio playing.  It's rare according to what I have found online.  It happened after two nights of no sleep in pain.  Has anyone else had problems you've never had to deal with since having Covid?  I also write on the Post Covid board as well. "
Covid,https://connect.mayoclinic.org/discussion/spontaneous-nose-bleeds-with-this-covid-variant/,SPONTANEOUS NOSE BLEEDS WITH THIS COVID VARIANT,"I CAUGHT COVID TWICE IN 90 DAYS, THIS TIME I HAVE SPONTANEOUS NOSE BLEEDS. I HAD NOSE CAUTERIZED, BUT ONCE/TWICE A WEEK  I COULD JUST BE SITTING WATCHING TV, AND HAVE A HEAVY NOSEBLEEDS.  ANYONE HAVE THIS TROUBLE. "
Covid,https://connect.mayoclinic.org/discussion/post-covid-19-and-pulmonary-fibrosis/,Post Covid 19 and Pulmonary Fibrosis,"I had Covid-19 about 18 months ago and spent 15 days in the Hospital. I was sent home on ~4 L/min oxygen therapy. I have had a host of issues from Long Covid and have been able to work thru them in various ways that have made them better or eliminated them. I first learned how to walk again and using various therapies, rehabilitations, and determination, I was able to wean off oxygen therapy after 9 months. The main battle for me now is Lung Fibrosis. I have it througout both lungs especially in the lower lobes. The Pathology on both CT scans states that, and possible UIP.  My Dr wants to start me on OFEV but the second CT scan stated ""fibrosis  was stable""? I asked my Dr if my fibrosis was worsening and he said he wasn't sure?  I would like any information or experiences anyone has with Pulminary Fibrosis as it  relates to Covid-19 and any treatments or therapies that might have been done to improve lung function and quality of life. Thanks! "
Covid,https://connect.mayoclinic.org/discussion/looking-for-hope-in-a-time-of-trauma/,Looking for Hope in a time of trauma. ,"I Just came from the ER. When I tell you it was the worst experience I have ever had. Nobody listens to me when I try to explain what was going on. They didn't do full exams and gave me no answers but I have 3 mass. One in my breast, one in my rectum and one in my colon. Gave meds I already told them I can't take because I just throw it up. I guess tomorrow is another day can only hope for the best. I am down now 44 lbs in 35 days. I have been suffering for over 6 months since I had Covid and there doesn't to seem be any relief for me any time soon. We do not have Doctors where I live so I have to go an hour away just to here nothing. I will have to pay $10k for nothing.  "
Covid,https://connect.mayoclinic.org/discussion/sob-with-shoulder-pt/,Shortness of Breath with Shoulder PT,"I had COVID in August 2020.  I have been gradually improving.  My SOB with exertion has gotten better, allowing me to walk at a slow pace for 20 minutes and then, 20 minute recovery.  I thought I was over the major SOB with exertion resulting in dizziness, etc. until today.  I was at PT and am in the 10th week of shoulder surgery recovery.  Today was much more strenuous resulting in one of my former significant SOB experiences.  So discouraged and I have to continue if I want my shoulder to be totally rehabilitated.  Any similar stories and/or suggestions?  Thank you.  Lucy "
Covid,https://connect.mayoclinic.org/discussion/ayurveda/,Ayurveda ,"Hello everyone. So I had covid three times last year, possibly four but one time was negative test. I developed severe acid reflux ( I have hashimotos which can also cause reflux and can also be triggered by EBV, and while I’ve had reflux it got much worse after covid) 
I suspected I had SIBO and my doctor was willing to give me a two week trial of cipro. Because I also suspected the possibility of h pylori I took a dose of pepto bismol daily in addition to pre and probiotics. 
This helped significantly with my reflux though I still had some minor issues. 
I still suffered from extreme fatigue and muscle weakness, which is common with hashimotos but much worse after covid. 
I decided to look into some Ayurvedic medicine and a week ago started ashwagandha and black seed oil. Both have amazing benefits and there’s a link between Long Covid and EBV, and EBV is considered a factor in hashimotos too. 
I also added Maca and oil of oregano. Oil of oregano can help with EBV as well. Black seed oil has been shown to help with h pylori as well. 
Since starting these my fatigue is greatly improved. My reflux is practically gone and I’m actually able to do squats ( two years ago I could do 300 squats a day but since Covid started ( I thought I had covid back in 2020 but negative tests) I couldn’t do ten squats without feeling like my legs would fall off. Yesterday I did over 100 where a week ago couldn’t.  These might be good options. There are a lot of benefits to black seed oil ( nigella sativa) and oil of oregano as well as ashwagandha. 
I haven’t felt this good in a long time. 
Black seed oil and oil of oregano both can help with EBV and also blastocystis hominis ( another suspect in hashimotos).  Hopefully this helps someone  "
Covid,https://connect.mayoclinic.org/discussion/still-on-oxygen-after-a-year/,Still on oxygen after a year.,"I had Covid November, 2021. I was taken by ambulance to the hospital with a pulse ox of 68% . I had Covid pneumonia and ARDS. I was in the hospital over a month and 11 days were in ICU. My insurance denied pulmonary rehab. (Aetna). I was sent home in late December on 10L oxygen via nasal cannula. I’m an RN and refused discharge. I was not ready to go home. My sats were in low 80s and the trip home and up my stairs was a nightmare. Almost called the ambulance! 
Now it’s over a year later and I’ve done my own rehab along with YouTube. I’m on 3-4L to ambulate in my home. I have to use a tank and Oximizer at 5L when I walk long distances…which is only about 50ft. Did anyone deal with this??? Were you able to wean off the oxygen?? I’ve had enough!!!!! "
Covid,https://connect.mayoclinic.org/discussion/symptoms-throughout-the-day/,Symptoms throughout the day: A pattern is emerging,"I am 5 weeks post covid positive test and I find that there seems to be a pattern emerging.  I feel okay most mornings (especially after eating), okay until the mid to late afternoon and then some days I crash.  I get tired and sometimes get those pesky palpitations and light headedness. After dinner, I feel a lot better again, and after a hot shower generally even better.  This happens even if I have a mid afternoon snack.  I also seem to have better blood pressure readings in the evening. has anyone else experiences this? "
Covid,https://connect.mayoclinic.org/discussion/digestion-complications-after-covid/,Digestion complications after COVID ,"I had covid in May it was pretty bad, but was able to isolate. I have had symptoms come back and some days I have been fine, but for the past month I have experiences with Severe Constipation, being Shaky, dizziness, migraine headaches, loss of appetite and vomiting, but no fevers. I have been so distorted I can't go in to work or drive. I can't even clean my home without feeling as though I am going to faint. I have tried using laxatives, but they don't work. I am now dealing with fecal impactions  "
Covid,https://connect.mayoclinic.org/discussion/many-long-post-covid-symptoms/,Many Long Post Covid Symptoms ,"Hi, My name is Brian Dube, and I got Covid in September 2021. After I tested negative, I started to develop some weird side effects like insomnia and lack of appetite; I was restless, drinking a ton of water. I even had a maniac episode amount some other symptoms. I got hospitalized and recovered from those symptoms like in 7 days. However, in January 2022, all these side effects returned, but this time worse. Now insomnia it's more complex. I can only sleep (although I don't feel that my body has rested) with a combination of zolpidem 10mlg, melatonin 10mlg, and lithium 300mlg. I have been diagnosed with deep depression (I even was hospitalized in a psychiatrist), and I have a significant eating disorder. I don't feel hungry or satisfied, can't deal with stress at all. I have tremendous pressure in the back of my head, lost more than 20 pounds, extremely slow digestion, stopped sweating, constant tinnitus in my ears, amount some other symptoms. 
I have done as many exams as possible, and none of them reflects any significant abnormality, anyway, the symptoms persist. So I will appreciate any direction that will help me to keep going because I do not know what else to do. "
Covid,https://connect.mayoclinic.org/discussion/when-to-go-back-to-workwork-from-home/,When to go back to work/work from home,"Hello everyone! 
I am 7 days in, still dealing with sinus issues, headache and mucus. I work from home, it is a mental position. What is everyone finding is the norm to going back to work with working from home.  "
Covid,https://connect.mayoclinic.org/discussion/amalgamation-of-research-self-treatment/,Amalgamation of Research - Self-Treatment,"Hi everyone, I've been compiling research on this for quite a while now.  Trying to figure this out as my case is severe (lost capability to walk, lost ability to control right leg below knee, both arms below shoulders, lost capability to urinate and defecate).   With self-treatment from the plan below I am able to walk again, urinate, and defecate again.  My future is very shaky, as I have lost 69lbs, and I was very lean even then (all muscle; I'm 6'5"" tall). I'm sharing here because this treatment is helping even me – who the doctor who last saw me said ""It's too late to help you."" So… for those who are not as badly impacted, this likely will help a TON. And with that, the work-in-progress summary of my research.  With this treatment I can use my legs and arms and fingers again, so I've restarted the research: 
 
Thanks, 
Brandon "
Covid,https://connect.mayoclinic.org/discussion/returning-sore-throat/,Returning sore throat,"Has anyone recovered completely from Covid, only to have the cough and sore throat show up again three weeks later out of the blue? "
Covid,https://connect.mayoclinic.org/discussion/sharp-hip-and-lower-back-pain/,Sharp hip and lower back pain ,Has anyone had sharp hip and lower back pain with Covid? I barely move and my back seizes up.  
Covid,https://connect.mayoclinic.org/discussion/covid-19-and-monoclonal-antibodies-no-antibodies-after-vaccines/,Covid-19 and Monoclonal antibodies/ no antibodies after vaccines ,"Hello I hope on on the right blog. I am 70yo. Have been on immunosuppressant medications for two years. I have completed the Pfizer vaccine but have developed no antibodies. I am planning a 3mo trip to Florida for the winter. Has anyone taken the monoclonal antibodies prophylactic? I meet the requirements, I have chronic kidney disease and I am on immunosuppressant medications? Any suggestions  "
Covid,https://connect.mayoclinic.org/discussion/burning-gut-issues-still-11-months-out/,"Burning gut issues still, 11 months  out","My most plaguing symptoms 11 months out are burning gut from my belly to the back of my throat.   Endoscopy reveals nothing.  Yet it hasn't improved at all.  It keeps me awake at night and miserable by day.  Little appetite.  The chronic nausea I can deal with easier ( but no vomiting) but this incessant burning inside from top to my belly is crazy. 
I also have spasms just under my ribs that feel like early labor pains.  No one can tell me what is going on inside my body. Anyone else dealing with similar? "
Covid,https://connect.mayoclinic.org/discussion/brain-foggers-ask-your-doc-about-adhd-meds/,Brain foggers- ask your doc about ADHD meds,"For what it’s worth, I’ve struggled with brain fog and fatigue and am in two large studies.  To see if it would help, my neurologist prescribed an ADHD med last week to help me focus. 
I couldn’t really notice a difference until I had a guitar lesson yesterday. I had reverted back to when I started 20 years ago.  Yesterday my instructor could show me something and I could play it back.  Then I could remember it later in the day and even today.  It was markedly very different from my last 2-3 months of decline. 
This is only my experience and my suggestion to ask your doctor if adhd meds can help in your situation.  I’ve written down a lot of good questions and ideas from this site that I bring to my visits.  "
Covid,https://connect.mayoclinic.org/discussion/cytokines-through-the-brain-blood-barrier/,Cytokines through the brain blood barrier,"Does somebody knows the medical way (not only biologics) to block cytokines from traspassing the blood brain barrier? That could be a game changer for many symptoms (mood, mental fatigue, cognitive)  Thanks "
Covid,https://connect.mayoclinic.org/discussion/do-i-need-trelegy-for-long-covid-shortness-of-breath/,Do I need Trelegy for Long Covid Shortness of Breath ,"Hello Everyone, I am new here and glad to find a group people who may understand me. 52, female. I got COVID in July, 2022. After three days with high fever and very bad throat pain, then I felt better and just like a common cold symptom. However, three weeks later, I felt heart beat increased and shortness of breath. My SPO2 was around 95. Since then I started to use Symbicort 80/4.5 irregularly, on and off for two months. (A Pulmonologist prescribed for me .)The symptoms are easy flare up if I caught a cold or stressful with my life.  My Plethysmography Report shows FEV1/FVC was 0.81. The doctor said not normal but not too bad. Last week, I went to a POST COVID program and the doctor there gave me Trelegy 200. Has anyone ever tried this one with Shortness of Breath? I feel it is too strong especially I haven't used a higher dose Symbicort yet. If I use Trelegy which is the highest level inhaler for Asthma, what can I use if the symptom get worse down the road? "
Covid,https://connect.mayoclinic.org/discussion/dystonia-1/,Dystonia? Anyone else dealing with severe muscle spasms post COVID?,Is anyone else dealing with severe muscle spasms that wrack your whole body post COVID? I have been experiencing worsening and more frequent episodes of paralysis since April 21. These spasms just started 3 weeks ago. Today it's been literally constant since 10 pm last night.  
Covid,https://connect.mayoclinic.org/discussion/deep-breathing-and-mindfulness-educational-class/,Deep Breathing & Mindfulness Class: Anyone else having success?,"Wow! I am seeing visible endurance benefits from doing the 20 minutes deep breathing and mindfulness session every day before breakfast and before dinner. This was recommended in the 2 day educational class that I attended at Mayo, and I can see why. In fact, I ADDED a third mindfulness session in the middle of the day, immediately before I was going out for dinner with my family. What a difference that made in my enjoyment of the meal and visit! Is anyone else having similar experiences with the mindfulness/deep breathing? "
Covid,https://connect.mayoclinic.org/discussion/blood-pressure-2/,Did your Blood Pressure increase after COVID?,Has  anyones blood pressure increase huge after having covid? 
Covid,https://connect.mayoclinic.org/discussion/will-omicron-make-long-covid-symptoms-worse/,Will omicron make long covid symptoms worse?,"I am in 6th month of long covid. I am worried about getting omicron, especially if it might make the existing long covid symptoms worse. Current thinking that long covid might be an autoimmune response makes me worried about pouring gasoline on the fire with omicron. Has anyone read any information about this? Thanks! "
Covid,https://connect.mayoclinic.org/discussion/anyone-have-long-term-recovery/,Anyone have long term recovery?,"I was positive for Covid for the first time in November 2020. It's been a rollercoaster ride and I believe I'm as well as I've been since then. I am not where I want to be, however and not where I thought I'd be after going to the Mayo. I wish I could even talk to a nurse or my doctor, but I was told I'd have to start at the beginning at the Mayo. So I have an appointment in May with a rheumatologist here at home. Hopefully, something will come of that. Has anyone had close to a full recovery?   "
Covid,https://connect.mayoclinic.org/discussion/garbageburning-taste-and-smell/,Horrible Taste and Smell (burning garbage) post COVID: Anyone else?,"Hello, 
I am looking for some guidance for my husband. He lost his taste and smell in November 2020. After receiving the second Pfiser vaccine he started having a bad taste and smell. It has gotten progressively worse to wear now he can not get food or shakes down. Everything smells like burning garbage, to the point that he gags, or get physically ill. He has been to a neurologist, ENT,  and general dr and no one knows what to do. I don't know where he can go next but he has no more weight to loss and it is getting to the point where I think this could be life threatening because he just can't get food down. But what dr do we see? Thanks for any help you can offer! 
Best to all of you who are sufferting. 
Tracey  "
Covid,https://connect.mayoclinic.org/discussion/post-covid-and-signals-of-measles/,Post COVID and signals of measles,"Hi, has anyone in this group presented any signs or tested positive for measles during this long covid stage?  "
