disease,postLink
Venlafaxine,https://patient.info/forums/discuss/45mg-mirtazapine-37-5mg-venlafaxine-801255
Substance Misuse,https://patient.info/forums/discuss/espranor-803546
Substance Misuse,https://patient.info/forums/discuss/methadone-maintenance-treatment-12255
Substance Misuse,https://patient.info/forums/discuss/weed-panic-attack-leading-to-loss-of-focus-and-it-honestly-feels-like-i-lost-iq-points--783499
Substance Misuse,https://patient.info/forums/discuss/weed-and-schizophrenia-psychosis-749806
Venlafaxine,https://patient.info/forums/discuss/venlafaxine-xl-dose-reduction-801466
Venlafaxine,https://patient.info/forums/discuss/loose-skin-water-retention-abdominal-distention-from-antidepressants--399153
Venlafaxine,https://patient.info/forums/discuss/gained-a-lot-of-weight-on-venlafaxine-536138
Venlafaxine,https://patient.info/forums/discuss/i-can-t-exercise-on-venlafaxine-snri-antidepressant-697917
Substance Misuse,https://patient.info/forums/discuss/worried-mum-740292
Substance Misuse,https://patient.info/forums/discuss/addicted-to-heroin-for-the-last-7yrs-771253
Substance Misuse,https://patient.info/forums/discuss/medicine-771774
Substance Misuse,https://patient.info/forums/discuss/is-learning-about-how-addiction-works-helpful-for-an-addict--749639
Venlafaxine,https://patient.info/forums/discuss/coming-off-venlaxafine-800384
Venlafaxine,https://patient.info/forums/discuss/urinary-issues-on-venlafaxine-799237
Substance Misuse,https://patient.info/forums/discuss/anyone-familier-with-meth-psychosis--767774
Substance Misuse,https://patient.info/forums/discuss/journey-to-wellness-756945
Substance Misuse,https://patient.info/forums/discuss/constant-pain-in-collar-bone-area-that-spreads-to-my-head-707152
Substance Misuse,https://patient.info/forums/discuss/ex-heroin-addict-am-i-wrong--661267
Venlafaxine,https://patient.info/forums/discuss/venlafaxine-wearing-off-before-next-dose-due-800001
Venlafaxine,https://patient.info/forums/discuss/venlafaxine-mirtazapine-stopped-working-after-8-weeks-799982
Venlafaxine,https://patient.info/forums/discuss/venlafaxine-withdrawal-755775
Venlafaxine,https://patient.info/forums/discuss/effexor-and-burning-mouth-syndrome-426739
Substance Misuse,https://patient.info/forums/discuss/i-m-on-methadone-and-think-i-need-my-dose-increased-please-help-with-physical-mental-effects--690521
Venlafaxine,https://patient.info/forums/discuss/medication-798147
Venlafaxine,https://patient.info/forums/discuss/burning-mouth-syndrome-any-antidepressant-that-is-working-to-take-the-burning-away-797748
Substance Misuse,https://patient.info/forums/discuss/i-have-just-done-something-i-should-have-done-about-a-ye--9793
Substance Misuse,https://patient.info/forums/discuss/herion-over-dose-734556
Substance Misuse,https://patient.info/forums/discuss/cough-medicine-739357
Substance Misuse,https://patient.info/forums/discuss/school-project-732189
Substance Misuse,https://patient.info/forums/discuss/have-assessment-for-treatment-in-7-days-will-zimovaine-be-out-of-my-urine-sample-by-then--730686
Substance Misuse,https://patient.info/forums/discuss/health-anxiety-and-recreational-user-729353
Substance Misuse,https://patient.info/forums/discuss/starting-espranor-buprenorhine-treatment-726455
Substance Misuse,https://patient.info/forums/discuss/day-5-off-20-dhydrocodein-help-710455
Substance Misuse,https://patient.info/forums/discuss/naltrexone-from-uk-gp--722093
Substance Misuse,https://patient.info/forums/discuss/17-years-herion-and-methadone-free-but-719287
Substance Misuse,https://patient.info/forums/discuss/here-i-am-again--695990
Substance Misuse,https://patient.info/forums/discuss/cocaine-addiction-and-what-it-can-do-to-your-health-706196
Substance Misuse,https://patient.info/forums/discuss/drug-use-717608
Substance Misuse,https://patient.info/forums/discuss/weed-708546
Substance Misuse,https://patient.info/forums/discuss/drug-test-694116
Substance Misuse,https://patient.info/forums/discuss/klonopin-withdrawal-706108
Substance Misuse,https://patient.info/forums/discuss/cocaine-699820
Substance Misuse,https://patient.info/forums/discuss/could-this-be-drug-dependency--682883
Substance Misuse,https://patient.info/forums/discuss/finally-subutex-free-again-699882
Substance Misuse,https://patient.info/forums/discuss/when-is-it-safe-to-take-an-advil-after-cocaine-use--690436
Substance Misuse,https://patient.info/forums/discuss/stuck-on-4mg-subutex-nowhere-too-turn-695855
Quetiapine,https://patient.info/forums/discuss/quetiapine-exercise-hang-over--799837
Quetiapine,https://patient.info/forums/discuss/seroquel-dreams-and-nightmares--775657
Quetiapine,https://patient.info/forums/discuss/how-long-does-quetiapine-withdrawal-last--753608
Quetiapine,https://patient.info/forums/discuss/initial-quetiapine-side-effects-797166
Quetiapine,https://patient.info/forums/discuss/nausea-feeling-with-seroquel-718468
Quetiapine,https://patient.info/forums/discuss/seroquel-and-bladder-issues-764372
Quetiapine,https://patient.info/forums/discuss/quetiapine-is-giving-me-fatty-liver-i-need-to-quit-taking-it-but-i-m-scared-to-673069
Quetiapine,https://patient.info/forums/discuss/quetiapine-vivid-dreams-headaches-and-bp-spikes-777061
Quetiapine,https://patient.info/forums/discuss/extreme-tiredness-on-25-mg-of-quetiapine-216508
Quetiapine,https://patient.info/forums/discuss/vivid-dreams--31643
Quetiapine,https://patient.info/forums/discuss/drastic-weight-gain-in-stomach-only-after-only-two-weeks-of-taking-50mg-587222
Quetiapine,https://patient.info/forums/discuss/3rd-week-off-of-quetiapine-the-insomnia-is-driving-me-crazy--610333
Quetiapine,https://patient.info/forums/discuss/50mg-quetiapine-withdrawal-742263
Quetiapine,https://patient.info/forums/discuss/seroquel-and-driving--738885
Quetiapine,https://patient.info/forums/discuss/just-started-on-quetiapine-448365
Quetiapine,https://patient.info/forums/discuss/help-with-venlafaxine-and-quetiapine-726796
Quetiapine,https://patient.info/forums/discuss/normal-withdrawal-symptoms--722336
Quetiapine,https://patient.info/forums/discuss/quetiapine-and-restless-legs-296525
Quetiapine,https://patient.info/forums/discuss/very-longf-term-use-of-quetiapaine-717615
Quetiapine,https://patient.info/forums/discuss/quetiapine-is-giving-me-visual-and-auditory-holusionations-anyone-else--670981
Quetiapine,https://patient.info/forums/discuss/seroquel--700842
Quetiapine,https://patient.info/forums/discuss/quetiapine-697267
Quetiapine,https://patient.info/forums/discuss/horrible-quetiapine-withdrawal-525314
Quetiapine,https://patient.info/forums/discuss/is-this-withdrawal-help-684880
Quetiapine,https://patient.info/forums/discuss/racing-thoughts-685325
Quetiapine,https://patient.info/forums/discuss/seroquel-is-ruining-my-relationship--685366
Quetiapine,https://patient.info/forums/discuss/quetiapine-side-effects-bedwetting--682218
Quetiapine,https://patient.info/forums/discuss/needing-to-hear-positive-feedback-on-effexor-xr-and-seroquel-673771
Quetiapine,https://patient.info/forums/discuss/seroquel-withdrawal-676915
Quetiapine,https://patient.info/forums/discuss/help-676787
Quetiapine,https://patient.info/forums/discuss/newly-diagnosed-bipolar-2-quetiapine--675469
Quetiapine,https://patient.info/forums/discuss/dosages-675408
Quetiapine,https://patient.info/forums/discuss/is-it-safe-to-eat-grapefruit-whilst-taking-quetiapine--675314
Quetiapine,https://patient.info/forums/discuss/stopping-quetiapine--673578
Quetiapine,https://patient.info/forums/discuss/weight-loss-673699
Vulval Problems,https://patient.info/forums/discuss/weird-bumps-inside-vagina-801447
Vulval Problems,https://patient.info/forums/discuss/vestibular-papillomatosis-or-something-serious--801296
Vulval Problems,https://patient.info/forums/discuss/ferdyce-spots-or-something-else-please-tell-me--804885
Vulval Problems,https://patient.info/forums/discuss/worried-i-have-cancer-doctor-doesn-t-want-to-know-weird-vagina-lumps-and-bumps--804611
Vulval Problems,https://patient.info/forums/discuss/helpppp-hvp-or-something-else--803312
Vulval Problems,https://patient.info/forums/discuss/black-bump-on-vagina-797822
Vulval Problems,https://patient.info/forums/discuss/growth-on-labia--804783
Vulval Problems,https://patient.info/forums/discuss/is-this-herpes--797480
Vulval Problems,https://patient.info/forums/discuss/growth-at-bottom-of-vaginal-opening-804239
Vulval Problems,https://patient.info/forums/discuss/bumps-on-vagina-opening-i-m-super-anxious-is-this-normal-or-sti-804032
Vulval Problems,https://patient.info/forums/discuss/please-help-me-i-m-desperate--804041
Vulval Problems,https://patient.info/forums/discuss/not-sure-what-this-is-804104
Vulval Problems,https://patient.info/forums/discuss/seeing-mayo-specialist-soon-for-vvd-637711
Vulval Problems,https://patient.info/forums/discuss/what-are-these--803935
Vulval Problems,https://patient.info/forums/discuss/any-ideas--803877
Vulval Problems,https://patient.info/forums/discuss/been-having-itching-for-years-need-advice-on-how-to-rid-of-it-803894
Vulval Problems,https://patient.info/forums/discuss/noticed-this-on-my-vagina-is-this-a-cut-or-something-more-serious--803837
Vulval Problems,https://patient.info/forums/discuss/i-ve-been-seeing-this-in-my-vagina-for-2-weeks-i-dont-know-what-is-this-803711
Vulval Problems,https://patient.info/forums/discuss/i-found-these-in-my-vagina-plz-help-im-scared--803804
Vulval Problems,https://patient.info/forums/discuss/i-m-scared-what-are-these-bumps-i-need-help-asap-i-just-turned-18-801892
Vulval Problems,https://patient.info/forums/discuss/itchy-skin-next-to-vulva-please-help-727809
Vulval Problems,https://patient.info/forums/discuss/i-have-noticed-these-bump-type-things-on-my-vulva-they-itch-sometimes-but-im-not-sure-what-they-are-695447
Vulval Problems,https://patient.info/forums/discuss/itchy-vagina-lips-801976
Vulval Problems,https://patient.info/forums/discuss/irritated-vagina-803568
Vulval Problems,https://patient.info/forums/discuss/help-please-803605
Vulval Problems,https://patient.info/forums/discuss/white-patches-inside-vag-803652
Vulval Problems,https://patient.info/forums/discuss/vaginal-opening-doesnt-look-normal--718270
Vulval Problems,https://patient.info/forums/discuss/have-no-idea-whats-this-803479
Vulval Problems,https://patient.info/forums/discuss/bumps-redness-on-genitals-is-this-normal--803402
Vulval Problems,https://patient.info/forums/discuss/white-discharge-803432
Vulval Problems,https://patient.info/forums/discuss/weird-rash-lesions-801921
Vulval Problems,https://patient.info/forums/discuss/enlarged-fordyce-spots-from-thrush--803456
Vulval Problems,https://patient.info/forums/discuss/bump-showed-up-next-to-my-vulva-802544
Vulval Problems,https://patient.info/forums/discuss/help-what-is-this-white-sore--802330
Vulval Problems,https://patient.info/forums/discuss/im-crying-is-this-normal--802143
Sore Throat,https://patient.info/forums/discuss/painful-tonsils-and-frequent-urination-relation--804993
Sore Throat,https://patient.info/forums/discuss/undiagnosed-constant-cronic-neck-pain-near-my-lymph-glands-under-my-throat-radiating-throughout-804816
Sore Throat,https://patient.info/forums/discuss/pain-in-the-left-side-of-throat-near-adam-s-apple-482033
Sore Throat,https://patient.info/forums/discuss/sore-throat-and-fever-help--804545
Sore Throat,https://patient.info/forums/discuss/sore-on-left-side-of-mouth-causing-sore-throat-6-months--804371
Sore Throat,https://patient.info/forums/discuss/sore-throat-for-4-months-pharyngitis--804066
Sore Throat,https://patient.info/forums/discuss/sore-throat-3-weeks-body-aches-756702
Sore Throat,https://patient.info/forums/discuss/help-sore-throat-and-inflamed-tonsils-for-the-past-two-months-803169
Sore Throat,https://patient.info/forums/discuss/lumps-in-my-mouth-that-continue-to-spread-802573
Sore Throat,https://patient.info/forums/discuss/i-ve-had-this-patch-in-my-throat-for-nearly-2-weeks-802511
Sore Throat,https://patient.info/forums/discuss/i-can-t-swallow-please-help-802334
Sore Throat,https://patient.info/forums/discuss/throat-801673
Sore Throat,https://patient.info/forums/discuss/lump-of-skin-hanging-off-tonsil--385886
Sore Throat,https://patient.info/forums/discuss/help-please-801369
Sore Throat,https://patient.info/forums/discuss/tonsil-stones-or-something-else-can-anyone-relate--801290
Sore Throat,https://patient.info/forums/discuss/what-is-this--693918
Sore Throat,https://patient.info/forums/discuss/please-help-what-is-this-in-my-throat--799789
Sore Throat,https://patient.info/forums/discuss/sore-throat-right-side-and-enlarged-right-lingual-tonsil-for-a-year-539047
Sore Throat,https://patient.info/forums/discuss/scratches-itchiness-sensation-on-left-side-of-throat--798151
Sore Throat,https://patient.info/forums/discuss/had-bad-throat-for-several-weeks-not-overly-sore-but-doesnt-feel-right--797737
Sore Throat,https://patient.info/forums/discuss/does-this-look-like-strep-throat-or-something-more-serious-797317
Sore Throat,https://patient.info/forums/discuss/had-this-for-4-weeks-what-is-it--797150
Sore Throat,https://patient.info/forums/discuss/i-ve-had-a-sore-throat-for-around-2-months-797022
Sore Throat,https://patient.info/forums/discuss/what-can-this-be-photo-hurts-when-i-swallow-796826
Sore Throat,https://patient.info/forums/discuss/lump-on-side-of-throat-795852
Sore Throat,https://patient.info/forums/discuss/sore-throat-for-a-month-after-covid-795819
Sore Throat,https://patient.info/forums/discuss/sore-throat-with-dysphagia-for-3-months-784443
Sore Throat,https://patient.info/forums/discuss/lumps-on-back-of-throat-794976
Sore Throat,https://patient.info/forums/discuss/white-patches-on-posterior-wall-of-pharynx-photo--794713
Sore Throat,https://patient.info/forums/discuss/slightly-inflamed-tonsils-and-bumps-on-the-back-of-throat-lasting-about-7-weeks-775219
Sore Throat,https://patient.info/forums/discuss/i-noticed-bump-in-my-back-throat-794215
Sore Throat,https://patient.info/forums/discuss/bump-in-the-back-of-throat-is-this-normal--612552
Sore Throat,https://patient.info/forums/discuss/pain-in-right-side-of-throat-near-my-adam-s-apple-735380
Sore Throat,https://patient.info/forums/discuss/red-patches-in-mouth-need-help-opinion--760408
Sore Throat,https://patient.info/forums/discuss/uncomfortable-red-patch-at-back-of-throat-792353
Other Conditions and General Health,https://patient.info/forums/discuss/head-and-body-sensations-trickling-under-skin-805189
Other Conditions and General Health,https://patient.info/forums/discuss/sibo-diagnosis-and-incessant-chronic-burping-belching-only-symptom-805143
Other Conditions and General Health,https://patient.info/forums/discuss/right-sided-arm-weakness-804941
Other Conditions and General Health,https://patient.info/forums/discuss/getting-pregnant-with-pcod-802869
Ovarian Cyst,https://patient.info/forums/discuss/complex-cyst-with-mural-nodule-terrified--804626
Osteomyelitis,https://patient.info/forums/discuss/pain-went-away-but-recent-mri-shows-osteomyelitis-798150
Other Conditions and General Health,https://patient.info/forums/discuss/10-yo-daughter-right-buttocks-hurts-804849
Other Conditions and General Health,https://patient.info/forums/discuss/sticky-mucus-in-throat-is-killing-me-slowly--547218
Other Conditions and General Health,https://patient.info/forums/discuss/itching--804592
Ovarian Cyst,https://patient.info/forums/discuss/ovarian-cyst-and-free-fluid-804501
Ovarian Cyst,https://patient.info/forums/discuss/ultrasound-normal-but-cyst-and-fibroid-found--804293
Osteomyelitis,https://patient.info/forums/discuss/jawbone-osteomyelitis-584986
Other Conditions and General Health,https://patient.info/forums/discuss/am-i-having-enough-salt-how-can-i-determine-at-home--804450
Other Conditions and General Health,https://patient.info/forums/discuss/when-i-sweat-there-are-white-lines-aound-it-what-is-it-804432
Other Conditions and General Health,https://patient.info/forums/discuss/anal-discomfort-is-ruining-my-life-803056
Ovarian Cyst,https://patient.info/forums/discuss/enlarged-ovary-w-2-cysts-depression-anxiety-etc-538491
Ovarian Cyst,https://patient.info/forums/discuss/i-don-t-want-a-lifetime-of-repeating-severe-pain-795674
Osteoporosis and Osteopenia,https://patient.info/forums/discuss/teriparatide-and-alp-803987
Osteomyelitis,https://patient.info/forums/discuss/anyone-out-there-who-has-a-fused-hip-arthrodesis--39532
Osteomyelitis,https://patient.info/forums/discuss/anyone-recovered-recovering-from-osteomyelitis--453952
Osteomyelitis,https://patient.info/forums/discuss/still-have-osteomyelitis--620526
Other Conditions and General Health,https://patient.info/forums/discuss/brain-fog-that-is-affecting-my-everyday-life--675984
Other Conditions and General Health,https://patient.info/forums/discuss/i-am-worried-about-this-mark-in-my-cheek-803955
Ovarian Cyst,https://patient.info/forums/discuss/pelvic-pain-when-bending-over-542785
Ovarian Cyst,https://patient.info/forums/discuss/does-this-sound-like-ovarian-cyst-s-symptoms--800934
Ovarian Cyst,https://patient.info/forums/discuss/alternating-ovarian-pain-799817
Osteoporosis and Osteopenia,https://patient.info/forums/discuss/sticking-with-the-natural-803698
Osteoporosis and Osteopenia,https://patient.info/forums/discuss/spinal-fracture-severe-pain--801465
Osteoporosis and Osteopenia,https://patient.info/forums/discuss/risedronate-800456
Osteomyelitis,https://patient.info/forums/discuss/infection-or-just-dead-cells--774993
Osteomyelitis,https://patient.info/forums/discuss/childhood-osteomyelitis-long-term-effects-as-adult--124395
Osteomyelitis,https://patient.info/forums/discuss/is-this-osteomyelitis--764100
Other Conditions and General Health,https://patient.info/forums/discuss/armpit-pain-on-both-sides-no-lumps-or-swelling-804146
Other Conditions and General Health,https://patient.info/forums/discuss/painful-fingers-with-red-itchy-areas-804236
Other Conditions and General Health,https://patient.info/forums/discuss/dapoxetine-804174
Ovarian Cyst,https://patient.info/forums/discuss/i-have-been-diagnosed-with-a-large-pelvic-abdominal-mass-550394
Ovarian Cyst,https://patient.info/forums/discuss/ovarian-cyst-and-multiple-cysts-on-womb-798388
Osteoporosis and Osteopenia,https://patient.info/forums/discuss/periarticular-osteoporosis-in-toes-800309
Osteoporosis and Osteopenia,https://patient.info/forums/discuss/marodyne-liv-problems-798546
Osteoporosis and Osteopenia,https://patient.info/forums/discuss/compression-fracture-of-l4-797393
Osteomyelitis,https://patient.info/forums/discuss/22-years-old-with-osteomyelitis-in-my-jaw-8-years-of-pain--35227
Osteomyelitis,https://patient.info/forums/discuss/osteomyelitis-is-maxillary-area-628014
Osteomyelitis,https://patient.info/forums/discuss/how-osteomylits-has-affected-people-as-they-grew-older--640944
Other Conditions and General Health,https://patient.info/forums/discuss/does-anyone-suffer-with-s-a-d-685500
Ovarian Cyst,https://patient.info/forums/discuss/semi-continous-bleeding-for-6-months-since-ovary-removal-795188
Ovarian Cyst,https://patient.info/forums/discuss/28-cm-ovarian-cyst-791667
Ovarian Cyst,https://patient.info/forums/discuss/possible-ovarian-cyst-794970
Osteoporosis and Osteopenia,https://patient.info/forums/discuss/osteoporosis-and-medications--785315
Osteoporosis and Osteopenia,https://patient.info/forums/discuss/zoledronic-acid-side-effects-793921
Osteoporosis and Osteopenia,https://patient.info/forums/discuss/alendronic-acid-and-hair-loss-661776
Osteomyelitis,https://patient.info/forums/discuss/osteomyelitis-in-jaw-spread-to-neck--699654
Osteomyelitis,https://patient.info/forums/discuss/help-patel-of-the-hip-and-no-end-in-sight-673074
Osteomyelitis,https://patient.info/forums/discuss/osteomyelitis-pain-after-treatment-691867
Osteomyelitis,https://patient.info/forums/discuss/nuclear-bone-scan-question-680547
Osteomyelitis,https://patient.info/forums/discuss/mayo-clinic-john-hopkins-680163
Other Conditions and General Health,https://patient.info/forums/discuss/urine-retension-659366
Other Conditions and General Health,https://patient.info/forums/discuss/hematoma-advice-803789
Other Conditions and General Health,https://patient.info/forums/discuss/many-lumps-on-vaginal-opening-718624
Other Conditions and General Health,https://patient.info/forums/discuss/i-had-an-esophageal-cancer-803359
Other Conditions and General Health,https://patient.info/forums/discuss/hip-injury-that-still-damages-the-body-after-3-years-please-help--803325
Ovarian Cyst,https://patient.info/forums/discuss/unilateral-oophorectomy-recovery-and-symptoms--618333
Ovarian Cyst,https://patient.info/forums/discuss/ovarian-cystectomy-794553
Ovarian Cyst,https://patient.info/forums/discuss/could-ovarian-cyst-be-linked-to-vitamin-d-deficiency--793142
Ovarian Cyst,https://patient.info/forums/discuss/possible-hemorrhagic-cyst--791312
Osteoporosis and Osteopenia,https://patient.info/forums/discuss/travel-by-plane-with-forteo-790745
Osteoporosis and Osteopenia,https://patient.info/forums/discuss/young-woman-and-osteoporosis--784433
Osteomyelitis,https://patient.info/forums/discuss/son-with-osteomyelitis-675828
Osteomyelitis,https://patient.info/forums/discuss/xrays-679105
Osteomyelitis,https://patient.info/forums/discuss/jaw-osteomyelitis-551483
Osteomyelitis,https://patient.info/forums/discuss/osteomyelitis-support-661212
Other Conditions and General Health,https://patient.info/forums/discuss/eggs-in-stool-warning-graphic-parasites--554428
Other Conditions and General Health,https://patient.info/forums/discuss/ebv-symptoms-803032
Other Conditions and General Health,https://patient.info/forums/discuss/lump-on-back-of-head-802759
